"area","are_km2","endID","mean_m","min_m","max_m","range_m"
12565631.4,12.6,"H0037",2020.22121421412,1786,2316,530
5026252.6,5,"H0038",1835.41400826876,1560.41516113281,2099,538.584838867188
8377087.6,8.4,"H0039",1819.69032057747,1436.0107421875,2178,741.9892578125
10890213.9,10.9,"H0040",1837.31581304419,1649.88049316406,2102,452.119506835938
78744623.4,78.7,"H0041",1851.22670159021,1277,2116,839
7539378.8,7.5,"H0042",1565.65472937143,1289.28723144531,1757,467.712768554688
56126486.9,56.1,"H0043",2380.89770095746,1856.86584472656,2761,904.134155273438
6701670.1,6.7,"H0044",2071.69318891253,2020,2125,105
42723146.7,42.7,"H0045",1739.37710575902,1335,2024,689
8377087.6,8.4,"H0046",2067.59535558364,1841.59191894531,2163,321.408081054688
24293554,24.3,"H0047",1710.24811186178,1207.79895019531,1968,760.201049804688
7539378.8,7.5,"H0048",1592.2212618464,1134.96655273438,1839,704.033447265625
30995224.1,31,"H0049",1743.9008128353,1405.78161621094,2112,706.218383789062
10052505.1,10.1,"H0050",2313.00373197726,2158,2433,275
315816202.3,315.8,"H0051",2281.29157462488,1709,2632.455078125,923.455078125
5863961.3,5.9,"H0052",1668.30709916075,1254,1863,609
37696894.2,37.7,"H0053",1679.61171638296,1068,1987,919
5026252.6,5,"H0054",1717.90348880955,1586,1829,243
7539378.8,7.5,"H0055",1647.35166625977,1372.91027832031,1799,426.089721679688
9214796.4,9.2,"H0056",2115.69148867447,1923,2270,347
14241048.9,14.2,"H0057",1594.05306090109,1129,1881,752
56126486.9,56.1,"H0058",2127.56684269125,1503,2339,836
6701670.1,6.7,"H0059",1589.3131829834,1248.27319335938,1789,540.726806640625
443147933.7,443.1,"H0060",1868.73303978167,1224.58117675781,2412,1187.41882324219
5863961.3,5.9,"H0061",1671.47535350664,1527,1737,210
6701670.1,6.7,"H0062",1641.40881534133,1277.37231445312,1935,657.627685546875
40210020.5,40.2,"H0063",1698.42847104429,1523,1865,342
5026252.6,5,"H0064",1705.02024358934,1668.08056640625,1741,72.91943359375
363565601.6,363.6,"H0065",2016.88937226603,1551,2475,924
51937943.1,51.9,"H0066",1662.71631334156,1245,1843,598
32670641.6,32.7,"H0067",1691.81670331515,1030,2288,1258
8377087.6,8.4,"H0068",1611.22247241936,1534,1678,144
12565631.4,12.6,"H0069",1616.07603999119,1346,1774,428
5026252.6,5,"H0070",1626.2848426715,1418,1730.69555664062,312.695556640625
11727922.6,11.7,"H0071",1617.07834515517,1446,1767,321
46073981.8,46.1,"H0072",1697.41469158714,1205.90954589844,2088,882.090454101562
15078757.7,15.1,"H0073",1616.43171658278,1407,1755,348
6701670.1,6.7,"H0074",1502.67196559676,1297,1570,273
219479695,219.5,"H0075",1579.55406044285,1421,1792,371
29319806.6,29.3,"H0076",1621.96004962629,1166,1995,829
14241048.9,14.2,"H0077",1665.4407504064,1440,1808,368
6701670.1,6.7,"H0078",1686.67817962646,1149,2038,889
5026252.6,5,"H0079",1625.09598917643,1343.22290039062,1853,509.777099609375
15916466.4,15.9,"H0080",1709.10050971288,1434,1829,395
9214796.4,9.2,"H0081",1584.2197559458,1155.98327636719,1934,778.016723632812
16754175.2,16.8,"H0082",1638.58902984915,1286,2055,769
7539378.8,7.5,"H0083",1541.45050961002,1376,1687,311
9214796.4,9.2,"H0084",1623.90069858705,1290,1850,560
24293554,24.3,"H0085",1781.61715901289,1314.857421875,2290,975.142578125
36859185.4,36.9,"H0086",1730.89634291455,1236.03234863281,2355,1118.96765136719
6701670.1,6.7,"H0087",2476.90090245138,2094,2761,667
8377087.6,8.4,"H0088",1632.70768612132,1264,1970,706
232045326.4,232,"H0089",2267.28632220864,1390,3076,1686
8377087.6,8.4,"H0090",1593.18163792537,1304.59619140625,1856,551.40380859375
160840081.8,160.8,"H0091",2179.58687782777,1345,2910,1565
110577556.2,110.6,"H0092",1736.84842345033,1027,2374,1347
42723146.7,42.7,"H0093",1690.16515794957,1166.99816894531,2104,937.001831054688
19267301.5,19.3,"H0094",1722.20003363482,1251,2082,831
41047729.2,41,"H0095",1988.54867167718,1324,2648.75830078125,1324.75830078125
42723146.7,42.7,"H0096",2816.92010858157,2316,3255,939
6701670.1,6.7,"H0097",1633.80339846727,1259.70764160156,1848,588.292358398438
11727922.6,11.7,"H0098",1689.47666726308,1251,2035,784
12565631.4,12.6,"H0099",1654.37738526997,1155,1966,811
41885438,41.9,"H0100",1712.40492170948,1212,2018,806
10890213.9,10.9,"H0101",1881.62254096137,1393,2217,824
14241048.9,14.2,"H0102",1736.20118160773,1334.7548828125,2070,735.2451171875
6701670.1,6.7,"H0103",1597.04904487424,1223.44775390625,1875,651.55224609375
16754175.2,16.8,"H0104",1706.48785781488,1325,2221,896
6701670.1,6.7,"H0105",2185.97424646326,1772,2590,818
5863961.3,5.9,"H0106",2079.87260946993,1485.68444824219,2568,1082.31555175781
5026252.6,5,"H0107",2116.60091558447,1436,2536,1100
5863961.3,5.9,"H0108",1889.69555332729,1367,2704.37060546875,1337.37060546875
534458188.5,534.5,"H0109",1897.01305242739,1163,2708,1545
13403340.2,13.4,"H0110",2300.60049377846,1656,2662.40893554688,1006.40893554688
136546527.8,136.5,"H0111",1957.57941508587,1163.72143554688,2626.09326171875,1462.37182617188
5863961.3,5.9,"H0112",2444.97291364397,2139,2821.2822265625,682.2822265625
13403340.2,13.4,"H0113",1735.28766396605,1283,2551.93090820312,1268.93090820312
10052505.1,10.1,"H0114",1983.88336588542,1625,2586.54907226562,961.549072265625
174243422,174.2,"H0115",2603.96057246556,1278,3461,2183
15078757.7,15.1,"H0116",2482.08503351985,1660,2847,1187
5863961.3,5.9,"H0117",1713.06649487639,1169.90075683594,1956,786.099243164062
7539378.8,7.5,"H0118",1754.45609650308,1320.10803222656,2161.99926757812,841.891235351562
14241048.9,14.2,"H0119",2340.34833963449,1583,3011,1428
13403340.2,13.4,"H0120",2065.2500332919,1315,2775,1460
8377087.6,8.4,"H0121",1890.07918179706,1508,2090,582
102200468.7,102.2,"H0122",1980.02217365108,1187,2595,1408
7539378.8,7.5,"H0123",1631.51716961498,1319.11645507812,1892,572.883544921875
9214796.4,9.2,"H0124",1639.96801256452,1369,1809,440
20105010.2,20.1,"H0125",1633.52464954356,996.837707519531,2307,1310.16229248047
49424816.8,49.4,"H0126",1815.63911315389,1404,2194,790
5863961.3,5.9,"H0127",1918.85471518073,1396,2531,1135
299062027.1,299.1,"H0128",2051.87145450901,1305,3029,1724
9214796.4,9.2,"H0129",2081.04016527259,1872,2449,577
7539378.8,7.5,"H0130",1898.51921659429,1672.20886230469,2179,506.791137695312
9214796.4,9.2,"H0131",1601.9153446666,1063,2038,975
1037083444.2,1037.1,"H0132",2354.24187458096,1159,3785,2626
20942719,20.9,"H0133",2267.45717067785,1877.17431640625,2784,906.82568359375
39372311.7,39.4,"H0134",1716.13264356296,1373,1989,616
36021476.7,36,"H0135",1696.76424972521,1271.78918457031,2183,911.210815429688
5026252.6,5,"H0136",1922.69818695569,1859,1988.99462890625,129.99462890625
118116935.1,118.1,"H0137",2927.68153606261,2000,3332,1332
87959419.7,88,"H0138",2439.82694944323,1573,2985,1412
6701670.1,6.7,"H0139",2180.86362063703,1780,2503,723
56964195.6,57,"H0140",2176.63020856134,1708,3526,1818
5863961.3,5.9,"H0141",1591.24884463028,1450,1708,258
121467770.1,121.5,"H0142",1750.07483031472,1174,2418,1244
5026252.6,5,"H0143",2169.89672791528,1968.61254882812,2380,411.387451171875
15916466.4,15.9,"H0144",2405.39554221988,1357,2904,1547
5026252.6,5,"H0145",2281.3053953578,1940,2487,547
5863961.3,5.9,"H0146",2147.68658764983,2042,2266,224
21780427.7,21.8,"H0147",1829.88227138303,1403,2170,767
5863961.3,5.9,"H0148",1720.03412776463,1532,1967,435
5026252.6,5,"H0149",1597.932293401,1260.77575683594,1824,563.224243164062
5863961.3,5.9,"H0150",2842.63451646779,2443.30249023438,3211,767.697509765625
24293554,24.3,"H0151",2456.32676390802,1928,2820,892
5863961.3,5.9,"H0152",1693.60251877476,1280,1944,664
5863961.3,5.9,"H0153",1810.50531745433,1542,2139,597
5026252.6,5,"H0154",1642.06886966893,1428,2046,618
38534602.9,38.5,"H0155",1713.67967838039,1191.23303222656,2087,895.766967773438
7539378.8,7.5,"H0156",1553.00651550293,1015.99401855469,1800,784.005981445312
5026252.6,5,"H0157",2057.37160944704,1921,2160,239
5026252.6,5,"H0158",1624.64980668865,1080,1888.97509765625,808.97509765625
6701670.1,6.7,"H0159",1806.83005058475,1666,2036.81115722656,370.811157226562
9214796.4,9.2,"H0160",1748.57658956013,1621,1908,287
268066803,268.1,"H0161",2387.41193452409,1394,3584.1396484375,2190.1396484375
14241048.9,14.2,"H0162",1722.51043690833,1127,2017,890
10052505.1,10.1,"H0163",2134.5585492534,1842,2290,448
12565631.4,12.6,"H0164",1598.2773272808,1192.96325683594,1942,749.036743164062
23455845.3,23.5,"H0165",2200.9656441052,1792,2699.115234375,907.115234375
5026252.6,5,"H0166",1591.32180423737,1458,1798.29516601562,340.295166015625
6701670.1,6.7,"H0167",3124.63510533775,2973.22973632812,3257,283.770263671875
304088279.7,304.1,"H0168",2078.97948925047,1228,3289,2061
9214796.4,9.2,"H0169",2919.59767543248,2543,3307,764
13403340.2,13.4,"H0170",3086.97358339252,2695,3658,963
91310254.8,91.3,"H0171",1765.45830084223,1169,2553,1384
9214796.4,9.2,"H0172",1524.61998203823,1328,1699,371
10890213.9,10.9,"H0173",3032.02359114339,2712,3495,783
5863961.3,5.9,"H0174",1840.16771108312,1743,1970,227
9214796.4,9.2,"H0175",1903.09819357932,1282.58679199219,2159,876.413208007812
5026252.6,5,"H0176",1551.59775350602,1168,1749,581
5863961.3,5.9,"H0177",1549.12585265277,1201.84265136719,1853,651.157348632812
5863961.3,5.9,"H0178",1709.95516208958,1440,1977,537
7539378.8,7.5,"H0179",1556.9414768764,962.99462890625,1835,872.00537109375
13403340.2,13.4,"H0180",1639.67118636658,1302,2024,722
6701670.1,6.7,"H0181",1991.3962436583,1873.13146972656,2121,247.868530273438
