"crrdr_d","ID","endID","all_pa_area_sqkm","all_pa_pct_overlap","nPAs","LCP_length_km","nKBAs"
"CORR0530","Montana de Botaderos Carlos Escaleras Mejia","H0262",14570.3972619413,62.1323975909146,3,118.36205172911,1
"CORR0531","Capiro   Calentura","H0172",6331.52364016099,44.4178259241625,2,71.8753867598892,0
"CORR0532","Capiro   Calentura","H0156",972.636087563738,5.60791621715873,2,87.586081948114,0
"CORR0533","Capiro   Calentura","H0241",7760.55927053761,30.1336357434537,4,130.015750616817,1
"CORR0534","Capiro   Calentura","H0242",8282.81025248696,31.6072313711777,4,132.267118525004,1
"CORR0535","Capiro   Calentura","H0262",11459.6103437574,39.0018426007176,4,148.358045054796,1
"CORR0536","Reverendo Padre Jesus Hector Gallego Herrera","H0377",8636.14722086397,78.93213746864,2,54.7175487260535,2
"CORR0537","Reverendo Padre Jesus Hector Gallego Herrera","H0377",8636.14722086397,77.217598543556,2,55.9204028910416,2
"CORR0538","Reverendo Padre Jesus Hector Gallego Herrera","H0372",8636.14722086397,61.581185656019,2,70.1861872563242,2
"CORR0539","Reverendo Padre Jesus Hector Gallego Herrera","H0373",4503.60909522982,100,2,22.4989001447802,2
"CORR0540","Reverendo Padre Jesus Hector Gallego Herrera","H0375",8636.14722086397,60.2622716647951,2,71.7421383886404,2
"CORR0541","Omoa","H0135",3597.02676588412,100,2,18.1711345337071,1
"CORR0542","Omoa","H0254",7882.94923572887,37.8527470929494,4,105.968982208812,2
"CORR0543","Omoa","H0211",7819.04788261966,31.0794638507569,3,128.070369262515,1
"CORR0544","Omoa","H0149",10761.4206965649,38.5311851055377,3,142.006843000708,3
"CORR0545","Omoa","H0216",11910.9830953158,51.7895344626816,4,117.186794205389,4
"CORR0546","Cuenca del Lago Atitlan","H0278",3329.92894893732,100,3,17.088519558515,1
"CORR0547","Cuenca del Lago Atitlan","H0278",4224.42614322286,96.1297754343593,5,22.5655243304042,1
"CORR0548","Cuenca del Lago Atitlan","H0272",3739.06768077534,100,3,19.2028287944241,1
"CORR0549","Cuenca del Lago Atitlan","H0275",5764.97475227368,100,4,29.680807891382,1
"CORR0550","Cuenca del Lago Atitlan","H0260",6078.85047149411,100,6,31.2838694371443,1
"CORR0551","Isla de Salamanca","H0374",4957.90854310124,5.12547049494743,4,493.565264383953,2
"CORR0552","Isla de Salamanca","H0381",4746.63873688136,5.21619628275574,3,464.07782445872,3
"CORR0553","Isla de Salamanca","H0379",4746.63873688136,4.87405853906679,3,496.767577174448,2
"CORR0554","Isla de Salamanca","H0383",4746.63873688136,5.00342011033623,3,483.807604414438,3
"CORR0555","Isla de Salamanca","H0384",4746.63873688136,4.89447399670929,3,494.509242408505,3
"CORR0556","Zona de Reserva Para proteccion especial de la fauna  flora y en general del ecosistema natural y biotopo en el area  MONTERRICO","H0336",671.72042600438,9.10046573826134,1,37.9821261348668,1
"CORR0557","Zona de Reserva Para proteccion especial de la fauna  flora y en general del ecosistema natural y biotopo en el area  MONTERRICO","H0333",1430.5694291014,15.9318359780522,3,46.2087373236379,1
"CORR0558","Zona de Reserva Para proteccion especial de la fauna  flora y en general del ecosistema natural y biotopo en el area  MONTERRICO","H0331",671.72042600438,6.95362406970773,1,49.707375520562,1
"CORR0559","Zona de Reserva Para proteccion especial de la fauna  flora y en general del ecosistema natural y biotopo en el area  MONTERRICO","H0324",3918.66196886273,17.4810938005044,2,115.527885632789,2
"CORR0560","Zona de Reserva Para proteccion especial de la fauna  flora y en general del ecosistema natural y biotopo en el area  MONTERRICO","H0309",1365.88425258177,8.67566330308068,3,81.0957806763533,2
"CORR0561","Barro Colorado","H0373",21784.8665866621,60.5645986548472,8,180.148889614033,6
"CORR0562","Barro Colorado","H0377",32604.7010257456,71.5442896591382,8,228.558074131385,5
"CORR0563","Barro Colorado","H0377",32604.7010257456,71.1649240110212,8,229.760928296373,5
"CORR0564","Barro Colorado","H0372",32895.3245238418,68.1935801693817,8,242.036915183603,5
"CORR0565","Barro Colorado","H0375",32895.3245238418,67.4515252285594,8,244.672787001415,5
"CORR0566","Barro Colorado","H0373",15597.4479446264,51.2514419998441,4,152.659792302968,4
"CORR0567","Barro Colorado","H0377",27115.7392137685,66.6220585726726,4,204.251313571607,3
"CORR0568","Barro Colorado","H0377",27115.7392137685,66.2267580738759,4,205.454167736595,3
"CORR0569","Barro Colorado","H0372",28076.5558028152,64.6865125990345,4,218.033446888011,3
"CORR0570","Barro Colorado","H0375",28076.5558028152,63.9051710551501,4,220.669318705823,3
"CORR0571","Barro Colorado","H0373",16063.0699244489,52.0903838018721,4,154.715097955313,4
"CORR0572","Barro Colorado","H0377",34772.0574106007,69.6136028428036,8,250.602035879888,6
"CORR0573","Barro Colorado","H0377",34772.0574106007,69.2766664195632,8,251.804890044876,6
"CORR0574","Barro Colorado","H0372",35062.6809399136,66.6394603303782,8,264.080876932105,6
"CORR0575","Barro Colorado","H0375",35062.6809399136,65.9740424833402,8,266.716748749917,6
"CORR0576","Barro Colorado","H0373",22956.6314358288,61.3822454119619,10,187.330797360636,6
"CORR0577","Barro Colorado","H0377",33776.4655854408,71.8608783694362,10,235.739981877988,5
"CORR0578","Barro Colorado","H0377",33776.4655854408,71.4913658593207,10,236.942836042976,5
"CORR0579","Barro Colorado","H0372",34067.0890940246,68.5896386863044,10,249.218822930206,5
"CORR0580","Barro Colorado","H0375",34067.0890940246,67.8645329795827,10,251.854694748018,5
"CORR0581","Bonampak","H0052",7182.6557685468,43.4801960092151,2,85.364542703861,1
"CORR0582","Bonampak","H0048",7117.50783459625,41.870344439497,2,87.8828696215748,1
"CORR0583","Bonampak","H0033",7117.50783459625,35.0728018966864,2,105.018499593534,1
"CORR0584","Bonampak","H0047",7182.6557685468,33.1838395727007,2,111.958350682181,2
"CORR0585","Bonampak","H0060",7182.6557685468,33.4389874702369,2,111.108593484521,2
"CORR0586","Yaxchilan","H0052",5209.56532960094,27.1185710520985,2,99.1646115140798,1
"CORR0587","Yaxchilan","H0048",5144.41744143721,26.1361183590365,2,101.607115365746,1
"CORR0588","Yaxchilan","H0033",5144.41744143721,22.3625568323684,2,118.894391469799,1
"CORR0589","Yaxchilan","H0047",5209.56532960094,21.4534492230406,2,125.455127228214,2
"CORR0590","Yaxchilan","H0060",5209.56532960094,21.556398743183,2,124.832839228694,2
"CORR0591","El Pucte","H0083",17084.6705252183,56.7355376200332,4,154.994603879259,3
"CORR0592","El Pucte","H0100",6184.88527987106,19.308227641106,2,164.979079302613,2
"CORR0593","El Pucte","H0124",10363.3383830077,28.3529477441385,4,188.18798368308,4
"CORR0594","El Pucte","H0091",17084.6705252183,53.441478575555,4,164.588724546564,3
"CORR0595","El Pucte","H0111",6921.87316197089,20.2199366113542,3,176.390721532367,2
"CORR0596","Petexbatun","H0124",11345.9153014172,30.2285573008567,4,193.267475363894,4
"CORR0597","Petexbatun","H0134",11626.2566570073,30.7449815213778,5,194.752992009557,4
"CORR0598","Petexbatun","H0145",9062.38886796702,29.9735143385669,3,155.403356396154,4
"CORR0599","Petexbatun","H0141",11345.9153014172,28.3475070373145,4,206.142426177436,4
"CORR0600","Petexbatun","H0148",11345.9153014172,27.2007040224632,4,214.784485951101,5
"CORR0601","Xutilha","H0145",4442.17997848343,17.5727287854365,4,129.322565863613,3
"CORR0602","Xutilha","H0176",7368.89301683108,27.5940840077821,5,136.810922431128,3
"CORR0603","Xutilha","H0124",2675.89494660416,8.27443909917572,3,165.851044562146,3
"CORR0604","Xutilha","H0220",10818.9999401895,34.847700119558,9,159.039053265354,3
"CORR0605","Xutilha","H0220",2675.4307244546,9.21148754285927,2,148.703521420066,3
"CORR0606","Machaquila","H0145",9903.7908065866,32.2174651595241,5,157.289271899866,3
"CORR0607","Machaquila","H0124",8137.50488427067,21.5272766110293,4,193.817750598398,3
"CORR0608","Machaquila","H0134",8137.50488427067,20.3728642113126,4,204.863286679372,3
"CORR0609","Machaquila","H0148",8137.50488427067,22.296810421124,4,187.029083374814,3
"CORR0610","Machaquila","H0148",8137.50488427067,22.3073090604398,4,186.915348775744,3
"CORR0611","Bocas del Polochic","H0176",2395.797111747,53.8078666544984,2,22.7106658717708,2
"CORR0612","Bocas del Polochic","H0220",5845.9041805478,66.4728996050259,6,44.9387967059954,2
"CORR0613","Bocas del Polochic","H0220",3947.65216204643,32.1238068261458,4,62.8445505085399,2
"CORR0614","Bocas del Polochic","H0215",3947.65216204643,38.3139394647301,4,52.5913463200249,2
"CORR0615","Bocas del Polochic","H0215",3947.65216204643,37.1093346506269,4,54.3054481751602,2
"CORR0616","Cerro San Gil","H0135",4583.12340456407,35.4227047489476,2,65.8860182865185,3
"CORR0617","Cerro San Gil","H0216",7074.33409938145,38.7289741711408,3,93.081022213818,3
"CORR0618","Cerro San Gil","H0216",7466.12002507034,40.0155573990876,3,95.0762082712646,3
"CORR0619","Cerro San Gil","H0176",14004.8016890154,49.3612727225638,7,145.150152207638,3
"CORR0620","Cerro San Gil","H0220",17454.9084965963,53.356154224033,11,167.378283041864,3
"CORR0621","Fortaleza La Inmaculada Concepcion de Maria","H0351",5048.03537713006,23.6221067231785,4,107.688472643339,3
"CORR0622","Fortaleza La Inmaculada Concepcion de Maria","H0353",7704.83905786127,32.9600312916747,4,117.528460269628,3
"CORR0623","Fortaleza La Inmaculada Concepcion de Maria","H0350",4706.5010813882,20.9709821360695,4,113.096158939907,3
"CORR0624","Fortaleza La Inmaculada Concepcion de Maria","H0352",10514.5940157276,30.5298338683083,5,173.302605607971,4
"CORR0625","Fortaleza La Inmaculada Concepcion de Maria","H0353",7840.42467791916,33.2428346209682,6,118.576974012827,3
"CORR0626","Punta de Manabique","H0135",7886.52964813126,77.1955527552161,3,52.0778666072112,2
"CORR0627","Punta de Manabique","H0216",10591.0213167578,44.1198784624365,3,122.404922836842,3
"CORR0628","Punta de Manabique","H0216",10982.8068176422,45.0172479503869,3,124.400108894289,3
"CORR0629","Punta de Manabique","H0254",8693.37945436989,31.375427105768,3,141.057476396762,3
"CORR0630","Punta de Manabique","H0211",13575.4440836315,40.8871455666303,5,169.207235507401,2
"CORR0631","Rio Sarstun","H0135",13206.5056703004,60.1576380112645,5,111.898231087284,3
"CORR0632","Rio Sarstun","H0176",6326.40588033616,32.4974450645279,7,99.4564728751763,3
"CORR0633","Rio Sarstun","H0216",13793.9052284399,54.7205300567463,6,128.578922662966,3
"CORR0634","Rio Sarstun","H0216",14185.690859706,55.4135008577261,6,130.574108720413,3
"CORR0635","Rio Sarstun","H0220",9776.51277345638,41.0617267122458,11,121.684603709401,3
"CORR0636","Boqueron","H0262",3567.30105413682,66.3820758362335,2,27.0476303632664,1
"CORR0637","Boqueron","H0262",4832.36464782256,73.3645661386066,2,33.0435034273621,1
"CORR0638","Boqueron","H0242",7296.76196317903,79.2287374744172,2,46.259195771083,1
"CORR0639","Boqueron","H0241",7953.86990382538,80.6120525377496,2,49.573664882284,1
"CORR0640","Boqueron","H0172",3136.62379820173,16.2748617800155,2,97.445583346582,0
"CORR0641","Sierra Caral","H0135",8269.97040604391,65.845993490925,3,63.9980622374157,3
"CORR0642","Sierra Caral","H0216",3284.84382710329,32.5890723528305,3,51.3521589003766,3
"CORR0643","Sierra Caral","H0216",3676.62929674857,35.1112462694299,3,53.3473449578231,3
"CORR0644","Sierra Caral","H0273",2764.46806076567,13.5067977004026,3,104.38701271359,2
"CORR0645","Sierra Caral","H0254",5458.4848317942,27.3803720181701,3,101.417557700628,3
"CORR0646","Hawaii","H0336",1264.8517414118,9.95964366904848,2,65.3303544726221,1
"CORR0647","Hawaii","H0333",1813.70090890396,12.5325470702481,3,74.4668424539506,1
"CORR0648","Hawaii","H0331",1736.10805333911,11.5903857145802,3,77.0556038583171,1
"CORR0649","Hawaii","H0324",517.099509300376,3.7760242062767,1,70.441253095731,2
"CORR0650","Hawaii","H0322",517.099509300376,3.64678317828781,1,72.9135856113313,1
"CORR0651","Cienaga Grande de Santa Marta","H0374",1647.63866977616,1.90615391187422,3,440.89382242983,2
"CORR0652","Cienaga Grande de Santa Marta","H0381",1436.36887350939,1.77976351040568,2,411.406382504595,3
"CORR0653","Cienaga Grande de Santa Marta","H0379",1436.36887350939,1.64931179160729,2,444.096135220325,2
"CORR0654","Cienaga Grande de Santa Marta","H0383",1436.36887350939,1.69832937847835,2,431.136162460313,3
"CORR0655","Cienaga Grande de Santa Marta","H0384",1436.36887350939,1.65723613352022,2,441.761977388334,3
"CORR0656","Los Colorados","H0381",3802.71917847272,5.48175246974668,4,353.354850895165,3
"CORR0657","Los Colorados","H0383",3802.71917847272,5.19211308943561,4,373.084630850884,3
"CORR0658","Los Colorados","H0384",3802.71917847272,5.0462041995771,4,383.862091910997,3
"CORR0659","Los Colorados","H0374",4013.9889746704,5.34462991643175,5,382.842290820401,2
"CORR0660","Los Colorados","H0379",3802.71917847272,5.01980374027846,4,386.044603610896,2
"CORR0661","Cienaga Grande De Santa Marta","H0374",2336.92553960981,2.66825737472824,3,446.743437941236,2
"CORR0662","Cienaga Grande De Santa Marta","H0381",2125.65574330421,2.59735988801087,2,417.180174949954,3
"CORR0663","Cienaga Grande De Santa Marta","H0379",2125.65574330421,2.40901850226124,2,449.945750731731,2
"CORR0664","Cienaga Grande De Santa Marta","H0383",2125.65574330421,2.48008784594152,2,436.909954905673,3
"CORR0665","Cienaga Grande De Santa Marta","H0384",2125.65574330421,2.4205811148983,2,447.61159289974,3
"CORR0666","Penon de La Honda","H0373",12811.1695834116,38.1631726093561,7,168.847633949349,3
"CORR0667","Penon de La Honda","H0377",20674.9211151635,47.2696131484475,7,219.926791516507,3
"CORR0668","Penon de La Honda","H0377",20674.9211151635,47.0090048722388,7,221.129645681495,3
"CORR0669","Penon de La Honda","H0372",20674.9211151635,44.1573077446083,7,235.395430046779,3
"CORR0670","Penon de La Honda","H0375",20674.9211151635,43.8697225229641,7,236.951381179096,3
"CORR0671","Delta Estero Real","H0348",19160.5810284427,50.4953557344912,9,192.731787589207,5
"CORR0672","Delta Estero Real","H0343",8080.27141438103,25.220915716005,6,162.92377365027,3
"CORR0673","Delta Estero Real","H0345",16122.3806951536,42.6387116155418,8,192.150759156708,5
"CORR0674","Delta Estero Real","H0340",17332.8399766046,38.660429849877,7,228.494606502487,3
"CORR0675","Delta Estero Real","H0339",14779.5406545928,33.8524225504947,7,222.240973309288,4
"CORR0676","Estero Padre Ramos","H0340",19208.1325631915,38.7238120714732,8,252.896050156188,3
"CORR0677","Estero Padre Ramos","H0343",9951.91005512361,26.1671618597395,7,193.260970773167,3
"CORR0678","Estero Padre Ramos","H0339",16654.8332508764,34.3908502902804,8,246.642416962988,4
"CORR0679","Estero Padre Ramos","H0338",16746.9152076141,33.7292930974453,8,252.886851275765,3
"CORR0680","Estero Padre Ramos","H0348",21032.2197490338,47.8525086237297,10,223.144807778148,5
"CORR0681","Isla Juan Venado","H0348",13135.3482286756,28.9536739315207,5,230.455691327937,2
"CORR0682","Isla Juan Venado","H0345",19484.9194192976,33.5795968603675,9,294.877285019335,5
"CORR0683","Isla Juan Venado","H0343",11442.8148284046,21.8938941378524,7,265.72612257895,3
"CORR0684","Isla Juan Venado","H0347",10246.0072210079,18.1947103666156,7,285.479688874906,4
"CORR0685","Isla Juan Venado","H0337",13813.0881054728,21.8650126119608,8,321.149865239654,4
"CORR0686","Rio Escalante Chacocente","H0349",7393.39893177401,26.1986341936152,4,142.296663816411,3
"CORR0687","Rio Escalante Chacocente","H0350",2008.23006605851,5.57846684370212,3,181.516861359595,2
"CORR0688","Rio Escalante Chacocente","H0348",9989.3750272589,17.7512444580428,5,285.223507024162,3
"CORR0689","Rio Escalante Chacocente","H0351",10947.6930083864,21.4295937893582,8,257.551085848957,3
"CORR0690","Rio Escalante Chacocente","H0352",13051.4528800177,24.5371612016873,8,268.101077710931,3
"CORR0691","Cerros de Turrubares","H0356",1691.87888152389,16.9987476192828,2,50.0301815569258,2
"CORR0692","Cerros de Turrubares","H0361",1661.26864897222,17.7570377636524,2,46.9014598098119,3
"CORR0693","Cerros de Turrubares","H0363",1661.26864897222,16.8785578889626,2,49.4143981481315,3
"CORR0694","Cerros de Turrubares","H0353",3378.17739798976,26.9689669020523,4,63.070903695346,2
"CORR0695","Cerros de Turrubares","H0353",3347.14565015416,26.7420733548028,4,62.9100586828305,2
"CORR0696","Complejo Volcanico San Cristobal   Casitas  Chonco","H0348",11555.0473693602,34.0513292395652,4,172.243314705988,2
"CORR0697","Complejo Volcanico San Cristobal   Casitas  Chonco","H0345",12462.8016426567,29.4963748218185,3,214.573836235439,2
"CORR0698","Complejo Volcanico San Cristobal   Casitas  Chonco","H0343",13381.793580078,33.6516450781566,7,202.049750366562,4
"CORR0699","Complejo Volcanico San Cristobal   Casitas  Chonco","H0337",15777.3265338076,31.1108323998646,8,257.700962225414,5
"CORR0700","Complejo Volcanico San Cristobal   Casitas  Chonco","H0347",14025.0988368878,28.1076735946572,5,253.060705469731,3
"CORR0701","Complejo Volcanico Telica   Rota","H0348",9037.71119286981,29.3305404974287,4,156.288330837139,1
"CORR0702","Complejo Volcanico Telica   Rota","H0345",9947.17310685202,25.4016951704957,3,198.770498498685,1
"CORR0703","Complejo Volcanico Telica   Rota","H0343",5679.62170418808,12.659514456741,4,227.74018614305,0
"CORR0704","Complejo Volcanico Telica   Rota","H0347",11507.762624492,24.6013970082931,5,237.105721600883,2
"CORR0705","Complejo Volcanico Telica   Rota","H0337",18609.8203725722,33.9444601600737,9,278.672623890477,5
"CORR0706","Complejo Volcanico Pilas   El Hoyo","H0348",9056.09724880156,32.4219701629932,4,141.634232261201,1
"CORR0707","Complejo Volcanico Pilas   El Hoyo","H0345",10720.6015295181,25.550175541653,4,213.017885103123,1
"CORR0708","Complejo Volcanico Pilas   El Hoyo","H0347",9845.93677455513,21.2242251065084,7,234.901464106141,4
"CORR0709","Complejo Volcanico Pilas   El Hoyo","H0343",6453.05016962428,13.5426434753978,5,241.911749681442,0
"CORR0710","Complejo Volcanico Pilas   El Hoyo","H0337",8835.72456226511,15.8109630970183,6,283.657894744395,1
"CORR0711","Lagunetas de Mecatepe y Rio Manares","H0349",7144.46696909632,22.1715023453765,4,162.580991574695,2
"CORR0712","Lagunetas de Mecatepe y Rio Manares","H0350",1759.29795536558,4.39793979716444,3,201.801189117878,1
"CORR0713","Lagunetas de Mecatepe y Rio Manares","H0348",14775.372491843,26.3340146552631,11,283.919927441557,2
"CORR0714","Lagunetas de Mecatepe y Rio Manares","H0351",10697.0519265,19.4180510464782,8,277.835413607237,2
"CORR0715","Lagunetas de Mecatepe y Rio Manares","H0347",12110.6696888612,20.6205363159497,9,297.147512955394,3
"CORR0716","Peninsula de Chiltepe","H0348",9693.5410346472,24.5515020468802,5,200.277107194887,2
"CORR0717","Peninsula de Chiltepe","H0347",9347.63775620471,16.9605996109015,7,279.188144148681,4
"CORR0718","Peninsula de Chiltepe","H0345",10642.2412620489,20.0395549523365,5,269.50630724521,2
"CORR0719","Peninsula de Chiltepe","H0349",7918.85735088128,16.8841249701921,6,236.885873004802,3
"CORR0720","Peninsula de Chiltepe","H0343",5868.56735314898,10.1331515223856,5,293.881270268971,1
"CORR0721","Volcan Cosiguina","H0340",25800.139877412,48.0014108110468,8,274.163383483379,4
"CORR0722","Volcan Cosiguina","H0343",15564.2136026822,36.004609135556,7,219.715025789516,4
"CORR0723","Volcan Cosiguina","H0339",23246.8397887137,44.2174476689347,8,267.90975029018,5
"CORR0724","Volcan Cosiguina","H0338",23338.9221124576,43.3835036433059,8,274.154184602956,4
"CORR0725","Volcan Cosiguina","H0339",21321.7354053548,40.485403058743,7,268.432891150446,5
"CORR0726","Laguna de Tisma","H0348",13211.6759303825,27.0583021760098,8,247.083230166481,1
"CORR0727","Laguna de Tisma","H0349",8544.31572156131,19.2919578339007,6,223.596589617701,2
"CORR0728","Laguna de Tisma","H0347",10539.6320528118,20.4929812363121,6,260.159169548231,2
"CORR0729","Laguna de Tisma","H0350",3159.14722835071,6.06727344399373,5,262.816787160886,1
"CORR0730","Laguna de Tisma","H0345",15269.6408977162,25.2662189499581,8,305.802581910514,2
"CORR0731","La Selva","H0354",6608.39866588357,98.9370176410488,3,33.4648028586778,1
"CORR0732","La Selva","H0353",5089.76786562636,75.8546885430685,5,33.6137547010746,1
"CORR0733","La Selva","H0353",6988.89465832312,75.3785267893102,6,46.4963261166758,1
"CORR0734","La Selva","H0355",8913.67556754688,90.0945778217096,3,49.5568453998023,1
"CORR0735","La Selva","H0355",10821.1981378115,98.5145363846817,3,55.1123675274347,1
"CORR0736","Cerro Nara","H0369",3978.43132593278,99.9999901884755,2,19.9009398599909,3
"CORR0737","Cerro Nara","H0363",201.924598126886,4.57258536757313,1,22.02286969796,3
"CORR0738","Cerro Nara","H0362",4566.34836476452,82.4465061992901,2,27.7143344865365,3
"CORR0739","Cerro Nara","H0365",7474.52203114572,97.8961761721883,2,38.3022378815335,3
"CORR0740","Cerro Nara","H0369",7147.32710502126,99.9999945385908,2,35.9019181309503,3
"CORR0741","Crooked Tree","H0135",36406.8108115671,50.5572115653872,15,367.353213983895,6
"CORR0742","Crooked Tree","H0149",49405.618547447,48.329349072665,18,521.066908609439,8
"CORR0743","Crooked Tree","H0155",51493.8163891258,49.3637007084635,18,531.654812004437,8
"CORR0744","Crooked Tree","H0155",51796.6875709073,49.5102937738182,18,533.208068847056,8
"CORR0745","Crooked Tree","H0176",28327.1496923372,40.9295218820491,10,353.436254017882,5
"CORR0746","Cockscomb Basin","H0135",25501.6210079261,56.3351640862408,11,230.813714607629,5
"CORR0747","Cockscomb Basin","H0216",26089.0208016353,53.7669303961475,12,247.494406183314,5
"CORR0748","Cockscomb Basin","H0176",20406.866144479,46.4427035558123,11,224.302321285328,5
"CORR0749","Cockscomb Basin","H0216",26480.8065173507,54.1372410767835,12,249.489592240761,5
"CORR0750","Cockscomb Basin","H0220",23856.9731248413,49.4119503543793,15,246.530452119554,5
"CORR0751","Bermudian Landing Community Baboon Sanctuary","H0135",35794.7307175096,53.1936929723051,13,343.351977710973,6
"CORR0752","Bermudian Landing Community Baboon Sanctuary","H0149",48793.5384640496,50.0409898345404,16,497.065672336518,8
"CORR0753","Bermudian Landing Community Baboon Sanctuary","H0155",50881.7363057052,51.0884715592913,16,507.653575731516,8
"CORR0754","Bermudian Landing Community Baboon Sanctuary","H0155",51184.6074536316,51.2367614113571,16,509.206832574135,8
"CORR0755","Bermudian Landing Community Baboon Sanctuary","H0176",27723.5356163,42.9834002827197,8,329.510840811005,5
"CORR0756","Tivives","H0352",3376.54387887376,29.5749793891094,3,57.4606505522092,1
"CORR0757","Tivives","H0351",4954.20654518283,37.9013098263545,3,65.7289835750332,1
"CORR0758","Tivives","H0353",1662.07731077538,10.9079065666713,2,76.75231159413,1
"CORR0759","Tivives","H0356",4298.49479182778,26.6732897007062,5,81.1834969125196,1
"CORR0760","Tivives","H0361",4020.04694218881,25.8291251783632,5,78.2232407799792,3
"CORR0761","Barras de Cuero y Salado","H0125",3619.66614441936,63.9771573298449,2,28.5694802635895,2
"CORR0762","Barras de Cuero y Salado","H0131",2888.14683313203,56.6779964248429,2,25.7716474219285,2
"CORR0763","Barras de Cuero y Salado","H0131",2797.86233155335,55.8965833741485,2,25.2918066740784,2
"CORR0764","Barras de Cuero y Salado","H0142",3084.85769750322,60.6854330788969,2,25.5962149495976,2
"CORR0765","Barras de Cuero y Salado","H0142",4273.5505647495,67.7091200244496,2,31.8341446716483,2
"CORR0766","Acuiferos Guacimo y Pococi","H0355",1748.65706961949,49.4951988370198,2,17.6403730713819,1
"CORR0767","Acuiferos Guacimo y Pococi","H0355",2881.88262283552,74.8532753435838,2,19.1438252108597,1
"CORR0768","Acuiferos Guacimo y Pococi","H0355",3672.17147158892,79.1359819538048,2,23.1499007969017,1
"CORR0769","Acuiferos Guacimo y Pococi","H0354",8708.92996298735,85.6853234800855,3,50.9454469288775,1
"CORR0770","Acuiferos Guacimo y Pococi","H0358",3855.84777887901,35.2646949300897,2,54.934703032437,3
"CORR0771","Rio Bravo Conservation   Management Area","H0135",41159.7553188892,58.4354257268006,14,359.391983526286,6
"CORR0772","Rio Bravo Conservation   Management Area","H0176",33066.1273302146,48.8993413267276,9,345.399200494228,5
"CORR0773","Rio Bravo Conservation   Management Area","H0216",41747.1539875529,56.6515887727801,15,376.072675101968,6
"CORR0774","Rio Bravo Conservation   Management Area","H0216",42138.9391021797,56.8808356808909,15,378.067861159414,6
"CORR0775","Rio Bravo Conservation   Management Area","H0149",54158.564889164,53.8076619653766,17,513.105678151831,8
"CORR0776","Rio Banano","H0360",2250.43600837099,100,2,11.1278637377463,3
"CORR0777","Rio Banano","H0357",1641.24565552028,29.7136780412356,3,27.5967895864367,5
"CORR0778","Rio Banano","H0359",1810.18125816001,24.998322861087,3,36.1998218157447,4
"CORR0779","Rio Banano","H0369",2214.25968992098,32.9411540094515,3,33.5834637701105,3
"CORR0780","Rio Banano","H0369",3586.33114682735,35.0573967199479,4,51.1886195981646,5
"CORR0781","Tortuguero","H0355",5507.77078984386,39.9536324788292,4,69.2081079997793,2
"CORR0782","Tortuguero","H0355",8822.26468188393,51.2918769279566,4,86.4065518563345,2
"CORR0783","Tortuguero","H0355",9294.80360573352,52.5942549909617,4,88.8057555955847,2
"CORR0784","Tortuguero","H0354",10931.8964595374,50.745605518128,6,108.174817981917,2
"CORR0785","Tortuguero","H0357",8447.39741991754,38.0599205588609,5,111.2743648094,6
"CORR0786","Pis Pis","H0347",22459.7318348336,74.8142424906788,3,151.261991893471,2
"CORR0787","Pis Pis","H0241",33786.5007888989,91.4245122032789,5,186.183136478181,4
"CORR0788","Pis Pis","H0242",34545.2435609947,91.5970350267359,5,190.068972874427,4
"CORR0789","Pis Pis","H0262",37592.0259319928,92.2251332240585,5,205.446084867503,4
"CORR0790","Pis Pis","H0348",19383.7185937247,44.7184840522775,5,218.908106437239,2
"CORR0791","Serranias de Yolaina","H0350",13257.3615790493,31.547965961937,7,211.908135753696,5
"CORR0792","Serranias de Yolaina","H0349",15443.9370738703,31.4973895334189,7,247.30642679656,5
"CORR0793","Serranias de Yolaina","H0351",18257.6853341295,43.937866636729,7,209.553348138196,5
"CORR0794","Serranias de Yolaina","H0353",22807.757621747,55.8781799925582,6,205.885128315363,5
"CORR0795","Serranias de Yolaina","H0352",25591.6058756262,49.3521446358456,7,261.507627521615,6
"CORR0796","Makantaka","H0347",15768.5997072497,30.3954726628127,4,261.866304545608,2
"CORR0797","Makantaka","H0348",4501.56261010692,7.42161832130034,3,306.408050427552,1
"CORR0798","Makantaka","H0345",34112.0272202385,42.348007146449,6,406.434312309403,3
"CORR0799","Makantaka","H0241",33292.3334291891,49.9864657006986,6,335.460257205959,4
"CORR0800","Makantaka","H0242",34051.0762274109,50.5498059447442,6,339.346093602205,4
"CORR0801","Sierra Quirragua","H0347",5596.18230127963,26.7468361276707,3,105.681393415775,2
"CORR0802","Sierra Quirragua","H0348",2873.18701188016,13.8835888617678,3,104.49154843224,1
"CORR0803","Sierra Quirragua","H0345",4931.15201247501,15.2652358196398,3,163.210900176276,2
"CORR0804","Sierra Quirragua","H0343",8238.18888357564,17.005164567269,4,245.038893150194,2
"CORR0805","Sierra Quirragua","H0334",7945.35593097975,15.2576889767169,5,263.280462170555,2
"CORR0806","Fila Masigue","H0348",4933.87497140907,14.9491194164587,4,166.636871863879,1
"CORR0807","Fila Masigue","H0347",6505.45706608364,20.1927333444132,4,162.774821807873,2
"CORR0808","Fila Masigue","H0345",6991.83979422185,15.6722876311843,4,225.356223607918,2
"CORR0809","Fila Masigue","H0349",14081.9437369189,21.8723985052097,6,325.133732763821,2
"CORR0810","Fila Masigue","H0350",6514.11875551036,10.9990966674995,5,299.036585015835,3
