ID,endID,crrdr_d,focal_pa_area_sqkm,focal_pa_pct_overlap,nPAs,LCP_length_km,nKBAs,biomass_mean,biomass_min,biomass_max,mean_m,min_m,max_m,range_m,nCountries,Countries,name,iso_a3,are_km2,endnode_elevrange_m,StartNode_areakm2,StartNode_elevrange_m
Ejido Carlos A  Madrazo,H0176,CORR1763,38447.86147,47.42114251,12,413.9850205,6,78.49465622,22.75418663,126.2290726,327.0915862,3,1609,1606,3,"BLZ, GTM, MEX",Belize,BLZ,5,581,8.60511873,116
Ejido Carlos A  Madrazo,H0124,CORR1764,33820.93567,37.32619143,9,463.1286493,6,75.8581103,22.75418663,114.5543442,451.8908335,11,1723,1712,3,"BLZ, GTM, MEX",Belize,BLZ,9.2,440,8.60511873,116
Ejido Carlos A  Madrazo,H0135,CORR1761,46622.85936,55.5497243,17,428.2052727,7,76.11300857,7.277805328,107.8383789,232.2615439,6,2007,2001,4,"BLZ, GTM, HND, MEX",Belize,BLZ,36,911.2108154,8.60511873,116
Ejido Carlos A  Madrazo,H0145,CORR1762,35614.37282,42.62710053,10,426.6001706,6,75.67391383,13.84011459,107.8383789,390.8951267,11,2463,2452,3,"BLZ, GTM, MEX",Belize,BLZ,5,547,8.60511873,116
Ejido Carlos A  Madrazo,H0048,CORR1765,28281.71474,34.84135531,9,417.5379274,4,67.89922041,3.888342381,110.2702026,306.3905681,42,1699.957642,1657.957642,2,"GTM, MEX",Guatemala,GTM,7.5,704.0334473,8.60511873,116
Cienaga El Mangle,H0373,CORR1046,10134.425,36.98351894,5,137.5848566,3,48.14080693,0,120.4606781,321.5462676,1,1594.310791,1593.310791,1,PAN,Panama,PAN,5.9,564,8.674570105,18
Cienaga El Mangle,H0372,CORR1049,18018.34358,44.29322703,5,204.2842988,3,62.8685008,0,136.7779083,528.2385256,1,1813,1812,1,PAN,Panama,PAN,5.9,459.3896484,8.674570105,18
Cienaga El Mangle,H0377,CORR1047,18018.34358,47.93944849,5,188.7398372,3,60.2992141,0,136.7779083,446.6747186,1,1607.741089,1606.741089,1,PAN,Panama,PAN,10.9,419.1104736,8.674570105,18
Cienaga El Mangle,H0377,CORR1048,18018.34358,47.63157636,5,189.9426914,3,60.56637344,0,136.7779083,452.4445299,1,1617,1616,1,PAN,Panama,PAN,10.9,419.1104736,8.674570105,18
Cienaga El Mangle,H0375,CORR1050,18018.34358,43.96153255,5,205.8402499,3,63.10417355,0,136.7779083,523.9393512,1,1719,1718,1,PAN,Panama,PAN,5,391,8.674570105,18
Cerro Nara,H0369,CORR0736,3978.431716,100,2,19.90093986,3,102.8321835,76.20818329,132.071228,1190.14427,294.2276001,1990.846191,1696.618591,1,CRI,Costa Rica,CRI,4712.9,2632.327881,8.873429578,323.8355713
Cerro Nara,H0365,CORR0739,7476.943251,97.92788766,2,38.30223788,3,106.1696505,44.15977478,175.7369537,1333.030496,294.2276001,1990,1695.7724,1,CRI,Costa Rica,CRI,10.9,534.6391602,8.873429578,323.8355713
Cerro Nara,H0362,CORR0738,4567.643842,82.46989636,2,27.71433449,3,95.33781086,44.24308395,124.4579849,1508.682402,294.2276001,2332,2037.7724,1,CRI,Costa Rica,CRI,9.2,726,8.873429578,323.8355713
Cerro Nara,H0369,CORR0740,7147.327495,100,2,35.90191813,3,110.8199609,76.20818329,175.7369537,1543.502208,294.2276001,2584,2289.7724,1,CRI,Costa Rica,CRI,4712.9,2632.327881,8.873429578,323.8355713
Cerro Nara,H0363,CORR0737,199.3012352,4.513179278,1,22.0228697,3,93.22407928,45.94013596,119.6912994,752.7872088,183,2019.972656,1836.972656,1,CRI,Costa Rica,CRI,8.4,1051,8.873429578,323.8355713
La Palmilla,H0215,CORR1170,2589.180355,20.52843939,4,64.39130276,1,84.06935471,59.83242416,110.3410645,1166.837124,142.0660095,2046.990967,1904.924957,1,GTM,Guatemala,GTM,5,576,9.14169777,354
La Palmilla,H0176,CORR1166,1026.552806,14.62255201,2,35.79580413,1,81.93620667,59.83242416,103.0409088,870.2163291,142.0660095,1676,1533.93399,1,GTM,Guatemala,GTM,5,581,9.14169777,354
La Palmilla,H0220,CORR1169,4739.869052,42.47490834,6,57.02903623,1,82.96865857,59.83242416,110.3410645,1014.205496,142.0660095,1775,1632.93399,1,GTM,Guatemala,GTM,753.9,1763,9.14169777,354
La Palmilla,H0216,CORR1167,2063.868865,17.67228825,2,59.55386774,2,60.33962642,5.661714077,124.1847229,571.3782079,91,2099.957275,2008.957275,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,9.14169777,354
La Palmilla,H0216,CORR1168,1667.131404,17.74451176,2,47.88065508,2,46.56265331,6.060164928,111.3321457,418.4736153,95,2164,2069,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,9.14169777,354
Los Delgaditos,H0338,CORR0930,5037.933504,16.34492202,3,156.7275658,1,40.73753079,1.313266635,109.9041214,587.5495745,1.307982206,2206.871094,2205.563112,1,HND,Honduras,HND,10.1,500,9.170346732,9
Los Delgaditos,H0343,CORR0926,3853.053426,15.30867852,3,127.6950642,1,32.84534231,1.313266635,109.004158,651.9110006,1.307982206,1766,1764.692018,1,HND,Honduras,HND,9.2,464,9.170346732,9
Los Delgaditos,H0340,CORR0927,7507.124926,24.39392522,3,156.7367646,1,37.49313615,1.313266635,105.2075729,566.4189905,1.307982206,1757,1755.692018,1,HND,Honduras,HND,5,431.7313232,9.170346732,9
Los Delgaditos,H0339,CORR0929,3020.851263,10.17792892,2,150.9304492,2,48.59230186,1.313266635,123.6685638,634.5021396,1.307982206,1984,1982.692018,1,HND,Honduras,HND,69.5,878,9.170346732,9
Los Delgaditos,H0339,CORR0928,4945.353424,16.70740901,3,150.4831314,2,47.10002772,1.313266635,106.1598434,676.9859562,1.307982206,2225,2223.692018,1,HND,Honduras,HND,69.5,878,9.170346732,9
La Yeguada,H0377,CORR1278,7194.556541,56.20990058,2,64.0776956,1,85.20392694,33.60290527,140.5500793,822.3012904,403.4918213,1617,1213.508179,1,PAN,Panama,PAN,10.9,419.1104736,9.265909406,209.7266235
La Yeguada,H0375,CORR1280,7194.556541,45.085759,2,79.97525417,1,86.6552111,33.60290527,140.5500793,933.2712749,403.4918213,1719,1315.508179,1,PAN,Panama,PAN,5,391,9.265909406,209.7266235
La Yeguada,H0373,CORR1276,3520.611002,92.62802318,2,18.90334683,1,94.0098381,38.63303757,140.5500793,1082.238391,403.4918213,1639,1235.508179,1,PAN,Panama,PAN,5.9,564,9.265909406,209.7266235
La Yeguada,H0377,CORR1277,7194.556541,57.29743042,2,62.87484144,1,84.76190794,33.60290527,140.5500793,811.2975425,403.4918213,1607.741089,1204.249268,1,PAN,Panama,PAN,10.9,419.1104736,9.265909406,209.7266235
La Yeguada,H0372,CORR1279,7194.556541,45.96996299,2,78.41930304,1,86.18890068,33.60290527,140.5500793,945.3342522,403.4918213,1813,1409.508179,1,PAN,Panama,PAN,5.9,459.3896484,9.265909406,209.7266235
Acuiferos Guacimo y Pococi,H0355,CORR0768,3678.873826,79.28041894,2,23.1499008,1,82.541996,38.82143402,135.9773407,1095.787868,406.5229187,1993,1586.477081,1,CRI,Costa Rica,CRI,228.7,2285,9.346025294,266.7643433
Acuiferos Guacimo y Pococi,H0354,CORR0769,8706.993049,85.66626659,3,50.94544693,1,90.68798036,53.40916824,148.7103577,1304.498049,406.5229187,2558,2151.477081,1,CRI,Costa Rica,CRI,173.4,1706.536377,9.346025294,266.7643433
Acuiferos Guacimo y Pococi,H0355,CORR0766,1752.927741,49.61607887,2,17.64037307,1,95.5977384,58.23935699,158.3573456,1032.448576,363,2124,1761,1,CRI,Costa Rica,CRI,228.7,2285,9.346025294,266.7643433
Acuiferos Guacimo y Pococi,H0355,CORR0767,2888.584977,75.02736056,2,19.14382521,1,79.48892684,53.40916824,135.9773407,921.9106313,406.5229187,1892,1485.477081,1,CRI,Costa Rica,CRI,228.7,2285,9.346025294,266.7643433
Acuiferos Guacimo y Pococi,H0358,CORR0770,3857.216957,35.27721712,2,54.93470303,3,95.4214663,24.39103699,184.8132935,1476.546741,363,2823,2460,1,CRI,Costa Rica,CRI,18.4,635,9.346025294,266.7643433
Tecuani Piedra Cuachi,H0027,CORR1838,0,0,0,74.0509316,0,32.8840656,2.657068968,81.45578003,591.7776287,106.831604,2004,1897.168396,1,MEX,Mexico,MEX,21.8,786,9.379961565,476.0447159
Tecuani Piedra Cuachi,H0053,CORR1837,0,0,0,83.41265676,1,44.05646728,2.219605923,69.67208099,731.1024898,106.831604,1772,1665.168396,1,MEX,Mexico,MEX,37.7,919,9.379961565,476.0447159
Tecuani Piedra Cuachi,H0016,CORR1840,0,0,0,88.95089714,0,38.89336589,8.624759674,106.1938858,531.627037,84.27545166,1822,1737.724548,1,MEX,Mexico,MEX,20.1,871.6506348,9.379961565,476.0447159
Tecuani Piedra Cuachi,H0034,CORR1836,0,0,0,77.44391807,0,35.51462324,3.129200935,57.57103348,733.9899506,106.831604,1730,1623.168396,1,MEX,Mexico,MEX,5,547.4034424,9.379961565,476.0447159
Tecuani Piedra Cuachi,H0053,CORR1839,0,0,0,86.28250237,1,44.20459874,4.680696964,69.67208099,776.5532465,106.831604,1910,1803.168396,1,MEX,Mexico,MEX,37.7,919,9.379961565,476.0447159
Los Corales del Rosario y San Bernardo,H0388,CORR0155,0,0,0,551.7560867,3,58.49439488,1.120000005,144.1230316,160.2853809,-1,1798,1799,1,COL,Colombia,COL,6.7,585,9.607853146,37
Los Corales del Rosario y San Bernardo,H0383,CORR0153,0,0,0,785.6709264,5,68.09037335,1.120000005,150.4792938,260.8124955,-1,2036,2037,1,COL,Colombia,COL,46.1,906.8863525,9.607853146,37
Los Corales del Rosario y San Bernardo,H0382,CORR0154,2499.464215,2.209006211,3,573.0341972,3,54.45258782,1.120000005,158.1468506,121.9183382,-1,1678.943237,1679.943237,2,"COL, PAN",Colombia,COL,22.6,469,9.607853146,37
Los Corales del Rosario y San Bernardo,H0381,CORR0151,0,0,0,804.6110688,5,68.68853045,1.120000005,150.4792938,286.726612,-1,1715,1716,1,COL,Colombia,COL,10.1,482,9.607853146,37
Los Corales del Rosario y San Bernardo,H0380,CORR0152,5546.113085,4.779966805,3,587.4960438,3,55.42959808,1.120000005,158.1468506,144.1192905,-1,1593,1594,2,"COL, PAN",Colombia,COL,6.7,494,9.607853146,37
Nancuchiname,H0346,CORR2191,1102.653831,12.6394404,3,44.47623771,2,43.96660776,1.169999957,97.64253998,293.7594339,8,2016,2008,1,SLV,El Salvador,SLV,8.4,826,9.608490316,13.08956289
Nancuchiname,H0340,CORR2192,1226.713519,4.820506352,3,129.6983332,1,48.11002419,1.169999957,92.83216858,594.0806066,8,1699,1691,2,"HND, SLV",El Salvador,SLV,5,431.7313232,9.608490316,13.08956289
Nancuchiname,H0325,CORR2193,1587.485838,5.563501954,6,145.9689647,3,42.58010326,1.169999957,100.4984055,524.7416973,8,1928,1920,2,"HND, SLV",El Salvador,SLV,15.9,975.682251,9.608490316,13.08956289
Nancuchiname,H0344,CORR2195,1531.043717,4.912027083,5,159.3542387,3,53.66774391,1.169999957,97.65390778,722.1369581,8,1845.994995,1837.994995,1,SLV,El Salvador,SLV,5,608.9749756,9.608490316,13.08956289
Nancuchiname,H0327,CORR2194,4658.001569,14.68824581,5,162.1471452,5,46.56515332,1.169999957,98.10607147,635.7244494,8,1943,1935,2,"HND, SLV",El Salvador,SLV,6.7,733,9.608490316,13.08956289
Parque Estatal de Kabah,H0011,CORR1959,22961.47918,17.84496447,6,662.1542137,4,72.58648164,3.888342381,116.7990341,296.8649895,42,1760,1718,2,"GTM, MEX",Mexico,MEX,5,450,9.627694564,36
Parque Estatal de Kabah,H0013,CORR1957,22961.47918,18.13432147,6,651.4877929,4,72.37358658,3.888342381,116.7990341,276.1968211,42,1852,1810,2,"GTM, MEX",Mexico,MEX,5,572,9.627694564,36
Parque Estatal de Kabah,H0010,CORR1958,22961.47918,17.9696363,6,657.504758,4,72.50637219,3.888342381,116.7990341,291.6496005,42,2098.760498,2056.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,9.627694564,36
Parque Estatal de Kabah,H0005,CORR1960,27379.59105,20.14895431,6,700.2516527,5,71.11769191,3.888342381,115.5799408,276.529059,42,2433.680664,2391.680664,2,"GTM, MEX",Mexico,MEX,9.2,1236,9.627694564,36
Parque Estatal de Kabah,H0008,CORR1956,27379.59105,21.58190109,6,653.0805396,4,71.35960239,3.888342381,108.2663193,247.3121187,42,1833,1791,2,"GTM, MEX",Mexico,MEX,6.7,560,9.627694564,36
Aves de  El Paujil,H0478,CORR1553,0,0,0,87.86716615,1,112.0558393,67.52085114,157.9558411,899.4540364,231,1959,1728,1,COL,Colombia,COL,37.7,724,9.707999501,340.086853
Aves de  El Paujil,H0473,CORR1551,0,0,0,68.11787242,1,112.3147458,37.88239288,171.7902832,798.6215943,231,1664,1433,1,COL,Colombia,COL,7.5,465,9.707999501,340.086853
Aves de  El Paujil,H0460,CORR1555,0,0,0,121.0688203,2,68.85873637,3.182199955,161.2472992,437.0668028,123,1748.43457,1625.43457,1,COL,Colombia,COL,10.1,490.9589844,9.707999501,340.086853
Aves de  El Paujil,H0479,CORR1554,0,0,0,97.12008302,1,112.4316831,67.52085114,157.9558411,958.916123,231,1959,1728,1,COL,Colombia,COL,5,613,9.707999501,340.086853
Aves de  El Paujil,H0475,CORR1552,0,0,0,72.36981497,1,111.2413888,48.9470253,171.7902832,835.1845478,231,1675,1444,1,COL,Colombia,COL,5.9,433.0090332,9.707999501,340.086853
Las Orquideas,H0510,CORR0131,0,0,0,17.10422303,3,104.4825422,77.8264389,136.650528,743.1190364,342.405426,1547.817261,1205.411835,1,COL,Colombia,COL,5938.5,3184.241577,9.72373235,251.5809937
Las Orquideas,H0510,CORR0133,0,0,0,24.80927164,3,124.4856804,87.7131424,186.1692352,1333.691051,342.405426,2210.570801,1868.165375,1,COL,Colombia,COL,5938.5,3184.241577,9.72373235,251.5809937
Las Orquideas,H0439,CORR0135,0,0,0,35.3132691,3,96.56592335,29.39039612,135.0501556,1194.6266,313,1950,1637,1,COL,Colombia,COL,16.8,683,9.72373235,251.5809937
Las Orquideas,H0510,CORR0132,0,0,0,20.37808632,2,106.0738578,70.8143158,162.8508453,1115.497564,342.405426,1977,1634.594574,1,COL,Colombia,COL,5938.5,3184.241577,9.72373235,251.5809937
Las Orquideas,H0510,CORR0134,0,0,0,33.63596276,3,123.2824967,87.7131424,176.2538452,1542.082303,342.405426,2892,2549.594574,1,COL,Colombia,COL,5938.5,3184.241577,9.72373235,251.5809937
Marino las Baulas de Guanacaste,H0349,CORR0311,1817.281155,9.366202752,3,97.85498961,2,63.36891075,16.75919724,111.9588013,235.2123294,5,1774,1769,1,CRI,Costa Rica,CRI,15.9,513.31604,9.824806979,186
Marino las Baulas de Guanacaste,H0350,CORR0312,5408.387615,21.40712418,4,127.3987388,2,66.30241037,11.70009899,115.39711,426.1017212,5,1881,1876,1,CRI,Costa Rica,CRI,5,607,9.824806979,186
Marino las Baulas de Guanacaste,H0353,CORR0315,10882.83396,22.82630566,10,240.3140767,4,70.25686794,2.112913847,136.3749542,486.3196388,3,2215,2212,1,CRI,Costa Rica,CRI,169.2,1491.418457,9.824806979,186
Marino las Baulas de Guanacaste,H0351,CORR0313,6791.651109,19.23644919,8,177.9895105,3,65.78156339,2.112913847,113.8042831,264.3824968,3,1787,1784,1,CRI,Costa Rica,CRI,35.2,516.050415,9.824806979,186
Marino las Baulas de Guanacaste,H0352,CORR0314,8093.683403,22.09077764,9,184.6915775,3,67.13950076,2.112913847,117.8823624,309.952278,3,1783,1780,1,CRI,Costa Rica,CRI,29.3,624,9.824806979,186
Ing  Eugenio Echeverria Castellot no  2,H0010,CORR1905,24712.76503,29.83882237,8,426.5649534,5,68.03665191,3.888342381,116.7990341,416.5955312,42,2098.760498,2056.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,9.985676885,42
Ing  Eugenio Echeverria Castellot no  2,H0052,CORR1904,24712.76503,32.66244881,8,389.385474,4,65.65251044,3.888342381,118.7107849,305.7333022,42,1837,1795,2,"GTM, MEX",Mexico,MEX,5.9,609,9.985676885,42
Ing  Eugenio Echeverria Castellot no  2,H0048,CORR1903,24712.76503,32.82274604,8,387.4255052,4,65.6762729,3.888342381,110.2702026,304.0742946,42,1699.957642,1657.957642,2,"GTM, MEX",Mexico,MEX,7.5,704.0334473,9.985676885,42
Ing  Eugenio Echeverria Castellot no  2,H0033,CORR1901,24712.76503,31.50585377,8,403.8029045,4,67.24242837,3.888342381,117.862175,355.1612078,42,1714,1672,2,"GTM, MEX",Mexico,MEX,5,361,9.985676885,42
Ing  Eugenio Echeverria Castellot no  2,H0013,CORR1902,24712.76503,30.26284023,8,420.5479883,5,67.76265466,3.888342381,116.7990341,394.8203424,42,1852,1810,2,"GTM, MEX",Mexico,MEX,5,572,9.985676885,42
Ejido El Chichonal,H0048,CORR1874,23865.1109,32.2793196,6,380.3059491,3,65.11635242,3.888342381,110.2702026,297.1596133,42,1699.957642,1657.957642,2,"GTM, MEX",Mexico,MEX,7.5,704.0334473,10.01918448,65
Ejido El Chichonal,H0008,CORR1875,28283.22233,35.11351562,6,415.0211788,4,65.59522771,3.888342381,108.2663193,345.857474,42,1833,1791,2,"GTM, MEX",Mexico,MEX,6.7,560,10.01918448,65
Ejido El Chichonal,H0033,CORR1872,23865.1109,30.95635806,6,396.7591715,3,66.75491061,3.888342381,117.862175,350.5741548,42,1714,1672,2,"GTM, MEX",Mexico,MEX,5,361,10.01918448,65
Ejido El Chichonal,H0013,CORR1871,23865.1109,29.72946858,6,413.276786,4,67.31239985,3.888342381,116.7990341,391.3077474,42,1852,1810,2,"GTM, MEX",Mexico,MEX,5,572,10.01918448,65
Ejido El Chichonal,H0010,CORR1873,23865.1109,29.30583382,6,419.2937511,4,67.60224233,3.888342381,116.7990341,413.7768645,42,2098.760498,2056.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,10.01918448,65
Los Colorados,H0383,CORR0657,0,0,0,373.0846309,3,54.52354946,1.519999981,132.5406036,189.1784184,9.254881859,2213,2203.745118,1,COL,Colombia,COL,46.1,906.8863525,10.41565956,201.8667755
Los Colorados,H0379,CORR0660,0,0,0,386.0446036,2,45.74594054,1.519999981,132.5406036,123.2231115,9.254881859,1892,1882.745118,1,COL,Colombia,COL,21.8,817,10.41565956,201.8667755
Los Colorados,H0384,CORR0658,0,0,0,383.8620919,3,55.67436418,1.519999981,145.4247131,230.7743454,9.254881859,2074.302979,2065.048097,1,COL,Colombia,COL,5.9,466,10.41565956,201.8667755
Los Colorados,H0374,CORR0659,0,0,0,382.8422908,2,45.37001807,1.519999981,132.5406036,105.9238424,9.254881859,1771,1761.745118,1,COL,Colombia,COL,17.6,681.7889404,10.41565956,201.8667755
Los Colorados,H0381,CORR0656,0,0,0,353.3548509,3,51.83615144,1.519999981,132.5406036,128.3369563,9.254881859,1635,1625.745118,1,COL,Colombia,COL,10.1,482,10.41565956,201.8667755
Cuenca del Rio Abangares,H0352,CORR0877,3588.233045,63.77975385,3,28.20337411,1,77.72482522,27.98979187,117.8823624,1157.002092,346.4264832,1783,1436.573517,1,CRI,Costa Rica,CRI,29.3,624,10.46962246,325.5464478
Cuenca del Rio Abangares,H0353,CORR0879,6390.33685,38.31744165,4,83.90169639,2,79.74901767,27.98979187,136.3749542,1112.399813,346.4264832,2215,1868.573517,1,CRI,Costa Rica,CRI,169.2,1491.418457,10.46962246,325.5464478
Cuenca del Rio Abangares,H0353,CORR0880,8226.842522,42.90803941,6,96.48097554,2,81.74526053,27.98979187,136.3749542,1158.973381,346.4264832,2215,1868.573517,1,CRI,Costa Rica,CRI,169.2,1491.418457,10.46962246,325.5464478
Cuenca del Rio Abangares,H0350,CORR0878,1664.318771,12.15380261,2,68.87229278,2,61.01179361,13.00264931,117.4536972,506.5385299,132,1590,1458,1,CRI,Costa Rica,CRI,5,607,10.46962246,325.5464478
Cuenca del Rio Abangares,H0351,CORR0876,2286.200705,53.24370982,2,21.50130712,1,69.84007103,27.98979187,103.1120224,1061.511283,346.4264832,1787,1440.573517,1,CRI,Costa Rica,CRI,35.2,516.050415,10.46962246,325.5464478
Cayos Perlas,H0350,CORR1031,52442.10493,55.64723108,10,474.7253852,8,77.76890894,9.163599968,132.9910431,82.45140394,2,1590.408691,1588.408691,2,"CRI, NIC",Nicaragua,NIC,5,607,10.82775656,11
Cayos Perlas,H0353,CORR1033,55097.09255,59.98863313,9,462.8554565,8,85.30372631,9.163599968,132.9910431,86.1535086,2,2066,2064,2,"CRI, NIC",Nicaragua,NIC,169.2,1491.418457,10.82775656,11
Cayos Perlas,H0353,CORR1032,55222.31949,59.98624149,11,463.9039703,8,86.00723948,9.163599968,138.1873322,88.13831149,2,1963,1961,2,"CRI, NIC",Nicaragua,NIC,169.2,1491.418457,10.82775656,11
Cayos Perlas,H0349,CORR1035,54630.72773,53.95727019,11,510.1236762,8,77.007144,9.163599968,132.9910431,127.2856512,2,1722,1720,2,"CRI, NIC",Nicaragua,NIC,15.9,513.31604,10.82775656,11
Cayos Perlas,H0354,CORR1034,60784.78803,65.15817342,13,469.8516169,8,87.01905673,9.163599968,132.9910431,118.3502278,2,2558,2556,2,"CRI, NIC",Nicaragua,NIC,173.4,1706.536377,10.82775656,11
San Diego y San Felipe Las Barras,H0323,CORR0498,1770.834501,27.74046121,4,32.56635697,3,42.57910768,6.044500351,87.44055176,967.245261,450.2866821,2285,1834.713318,3,"GTM, HND, SLV",El Salvador,SLV,120.6,1066,10.87521634,96.05517578
San Diego y San Felipe Las Barras,H0314,CORR0499,1551.399253,18.15150755,3,43.81715419,1,28.064552,2.572599888,85.56199646,656.8538996,422,1923,1501,2,"GTM, SLV",Guatemala,GTM,5.9,555.4147949,10.87521634,96.05517578
San Diego y San Felipe Las Barras,H0323,CORR0496,2038.300354,29.09425236,3,35.78929954,2,43.23985691,6.044500351,99.39590454,995.759579,450.2866821,1991,1540.713318,1,SLV,El Salvador,SLV,120.6,1066,10.87521634,96.05517578
San Diego y San Felipe Las Barras,H0285,CORR0500,4340.233247,41.56631999,3,53.37986791,3,52.18404565,6.044500351,97.54188538,1237.488309,450.2866821,2259.391602,1809.104919,3,"GTM, HND, SLV",El Salvador,SLV,5,473.3928223,10.87521634,96.05517578
San Diego y San Felipe Las Barras,H0323,CORR0497,2165.381794,36.49933486,3,30.27168895,3,32.89768938,6.044500351,65.76902771,799.4633219,450.2866821,1840,1389.713318,2,"GTM, SLV",El Salvador,SLV,120.6,1066,10.87521634,96.05517578
Area de Conservacion La Caverna,H0083,CORR1616,53.89789568,0.836723066,1,33.1653209,1,75.28986625,35.18081665,95.50964355,717.3023335,298,1610,1312,2,"GTM, MEX",Mexico,MEX,7.5,311,10.8976563,294.6055756
Area de Conservacion La Caverna,H0085,CORR1618,53.89789568,0.79975182,1,34.71857774,1,70.7353867,35.18081665,103.2850418,729.4037622,298,1629.522095,1331.522095,2,"GTM, MEX",Mexico,MEX,24.3,975.1425781,10.8976563,294.6055756
Area de Conservacion La Caverna,H0074,CORR1619,0,0,0,37.26942761,1,65.37148649,29.77788353,104.0980072,747.3565809,308,1570,1262,1,MEX,Mexico,MEX,6.7,273,10.8976563,294.6055756
Area de Conservacion La Caverna,H0074,CORR1617,0,0,0,34.71857774,1,61.99866621,29.77788353,102.6831436,693.8952187,308,1554,1246,1,MEX,Mexico,MEX,6.7,273,10.8976563,294.6055756
Area de Conservacion La Caverna,H0089,CORR1620,129.0263921,2.183872942,1,30.36321549,2,67.65042223,30.84707069,95.23413086,743.9888632,298.7526245,1720,1421.247375,2,"GTM, MEX",Mexico,MEX,232,1686,10.8976563,294.6055756
Limoncito,H0359,CORR1438,2926.038577,24.40506723,4,59.95361285,5,80.25226277,28.2010231,133.5654755,904.636136,4,1973,1969,1,CRI,Costa Rica,CRI,14.2,538,11.1445081,17
Limoncito,H0360,CORR1436,2923.255836,48.28611279,4,30.186667,4,71.38206896,28.2010231,118.4147568,476.8733315,4,1923,1919,1,CRI,Costa Rica,CRI,65.3,953,11.1445081,17
Limoncito,H0369,CORR1440,3650.854097,25.1148188,5,72.91516389,4,84.16278635,25.05617905,140.4252319,607.1488571,6.962951183,1685,1678.037049,1,CRI,Costa Rica,CRI,4712.9,2632.327881,11.1445081,17
Limoncito,H0369,CORR1439,3365.892106,32.28603932,4,52.11150557,4,79.00892745,28.2010231,135.6658783,1009.600118,4,2145,2141,1,CRI,Costa Rica,CRI,4712.9,2632.327881,11.1445081,17
Limoncito,H0357,CORR1437,1901.097845,19.25052283,2,49.47721203,5,80.22868115,28.2010231,167.109024,526.406965,4,1666,1662,1,CRI,Costa Rica,CRI,5,476,11.1445081,17
Barro Colorado,H0373,CORR0566,15608.82405,51.2888226,4,152.6597923,4,69.0653583,1.335371614,130.2148895,233.4859856,26,1594.310791,1568.310791,1,PAN,Panama,PAN,5.9,564,11.18425382,93.81576443
Barro Colorado,H0377,CORR0578,33797.48879,71.53586364,7,236.942836,5,81.94877855,0.550000012,119.6304703,181.5882991,5,1617,1612,1,PAN,Panama,PAN,10.9,419.1104736,11.18425382,93.81576443
Barro Colorado,H0377,CORR0562,32628.65208,71.59684531,7,228.5580741,5,82.19254164,19.74095726,119.6304703,179.0439814,5,1607.741089,1602.741089,1,PAN,Panama,PAN,10.9,419.1104736,11.18425382,93.81576443
Barro Colorado,H0377,CORR0572,34780.86786,69.63124135,7,250.6020359,6,82.69564006,19.74095726,119.6304703,169.9404868,5,1607.741089,1602.741089,1,PAN,Panama,PAN,10.9,419.1104736,11.18425382,93.81576443
Barro Colorado,H0375,CORR0570,28063.04019,63.87440811,4,220.6693187,3,77.97209367,1.335371614,119.61866,229.6733925,9,1719,1710,1,PAN,Panama,PAN,5,391,11.18425382,93.81576443
Barro Colorado,H0373,CORR0576,22974.77894,61.43076884,7,187.3307974,6,77.42694274,0.550000012,130.2148895,196.3893839,5,1594.310791,1589.310791,1,PAN,Panama,PAN,5.9,564,11.18425382,93.81576443
Barro Colorado,H0373,CORR0561,21805.94192,60.62319067,7,180.1488896,6,77.76068015,19.74095726,130.2148895,201.2464217,5,1594.310791,1589.310791,1,PAN,Panama,PAN,5.9,564,11.18425382,93.81576443
Barro Colorado,H0375,CORR0575,35059.56974,65.96818845,7,266.7167487,6,83.34903559,19.74095726,119.61866,202.1784127,5,1719,1714,1,PAN,Panama,PAN,5,391,11.18425382,93.81576443
Barro Colorado,H0372,CORR0569,28063.04019,64.65537353,4,218.0334469,3,77.64742938,1.335371614,119.61866,212.449611,9,1813,1804,1,PAN,Panama,PAN,5.9,459.3896484,11.18425382,93.81576443
Barro Colorado,H0375,CORR0580,34076.19065,67.88266406,7,251.8546947,5,82.55351041,0.550000012,119.61866,209.2945048,5,1719,1714,1,PAN,Panama,PAN,5,391,11.18425382,93.81576443
Barro Colorado,H0372,CORR0579,34076.19065,68.60796349,7,249.2188229,5,82.34139178,0.550000012,119.61866,194.1072108,5,1813,1808,1,PAN,Panama,PAN,5.9,459.3896484,11.18425382,93.81576443
Barro Colorado,H0375,CORR0565,32907.35393,67.4761914,7,244.672787,5,82.92718455,19.74095726,119.61866,213.4593466,5,1719,1714,1,PAN,Panama,PAN,5,391,11.18425382,93.81576443
Barro Colorado,H0372,CORR0564,32907.35393,68.2185177,7,242.0369152,5,82.71441648,19.74095726,119.61866,197.8117456,5,1813,1808,1,PAN,Panama,PAN,5.9,459.3896484,11.18425382,93.81576443
Barro Colorado,H0377,CORR0573,34780.86786,69.29421956,7,251.80489,6,82.81852229,19.74095726,119.6304703,175.5190026,5,1617,1612,1,PAN,Panama,PAN,10.9,419.1104736,11.18425382,93.81576443
