ID,endID,crrdr_d,focal_pa_area_sqkm,focal_pa_pct_overlap,nPAs,LCP_length_km,nKBAs,biomass_mean,biomass_min,biomass_max,mean_m,min_m,max_m,range_m,nCountries,Countries,name,iso_a3,are_km2,endnode_elevrange_m,StartNode_areakm2,StartNode_elevrange_m
Columbia River,H0176,CORR1237,8034.410372,24.48771869,6,167.7910373,4,75.3536635,37.9679718,126.2290726,267.3814266,3,1609,1606,2,"BLZ, GTM",Guatemala,GTM,5,581,290.0586658,492.2983398
Columbia River,H0220,CORR1238,11465.39061,30.86086987,10,190.0191682,4,76.1547701,37.9679718,126.2290726,381.9197578,3,1750,1747,2,"BLZ, GTM",Guatemala,GTM,753.9,1763,290.0586658,492.2983398
Columbia River,H0216,CORR1239,17517.96691,46.22558699,10,193.3260167,5,65.84798278,10.05439663,99.32872009,363.8065395,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Guatemala,GTM,15.1,824.4211426,290.0586658,492.2983398
Columbia River,H0135,CORR1236,16929.35125,48.86952682,9,176.6453251,5,68.80692389,7.277805328,107.2269897,252.2219465,6,2007,2001,3,"BLZ, GTM, HND",Guatemala,GTM,36,911.2108154,290.0586658,492.2983398
Columbia River,H0216,CORR1240,17909.75257,46.77583206,10,195.3212027,5,65.97205763,10.05439663,99.32872009,378.9879866,5.658417702,2140.258057,2134.599639,3,"BLZ, GTM, HND",Guatemala,GTM,15.1,824.4211426,290.0586658,492.2983398
Sistema Estuarino Puerto Arista,H0072,CORR2189,0,0,0,27.84646685,1,58.98741727,10.21640015,99.56413269,818.9502214,1,2028,2027,1,MEX,Mexico,MEX,46.1,882.0904541,290.9621637,600.9634399
Sistema Estuarino Puerto Arista,H0072,CORR2187,0,0,0,22.62833821,1,51.41399348,10.21640015,82.38397217,598.1042892,1,1905,1904,1,MEX,Mexico,MEX,46.1,882.0904541,290.9621637,600.9634399
Sistema Estuarino Puerto Arista,H0078,CORR2188,0,0,0,34.17322882,0,62.23823046,10.21640015,90.40752411,838.3870295,1,2001,2000,1,MEX,Mexico,MEX,6.7,889,290.9621637,600.9634399
Sistema Estuarino Puerto Arista,H0076,CORR2190,0,0,0,31.7008963,0,63.32571025,10.21640015,100.6276169,792.5023945,1,2001,2000,1,MEX,Mexico,MEX,29.3,829,290.9621637,600.9634399
Sistema Estuarino Puerto Arista,H0072,CORR2186,0,0,0,22.31584707,0,55.96675928,10.21640015,83.01993561,487.6488579,1,1791,1790,1,MEX,Mexico,MEX,46.1,882.0904541,290.9621637,600.9634399
Chepigana,H0386,CORR1281,7378.668334,61.4608089,3,60.30559381,1,105.840483,66.75820923,175.8209534,304.1232435,12.02643013,1649,1636.97357,2,"COL, PAN",Panama,PAN,6.7,463.1594238,295.9608965,422
Chepigana,H0382,CORR1283,14595.67458,76.12166706,5,96.5747341,1,98.96818397,51.4649353,174.0106201,277.2001908,8,1761.690674,1753.690674,1,PAN,Panama,PAN,22.6,469,295.9608965,422
Chepigana,H0380,CORR1282,12913.81006,73.82578952,6,88.04483065,1,97.26443191,51.4649353,174.0106201,223.0456531,8,1542,1534,2,"COL, PAN",Panama,PAN,6.7,494,295.9608965,422
Chepigana,H0398,CORR1285,11111.68258,22.8617183,3,245.0319263,1,104.8792602,41.00705338,183.4421844,182.2837054,3,1899,1896,2,"COL, PAN",Colombia,COL,7.5,736,295.9608965,422
Chepigana,H0390,CORR1284,11111.68258,21.89558504,3,255.8825161,2,103.9652531,8.359320641,178.2328491,215.1075994,3,1690,1687,2,"COL, PAN",Colombia,COL,7.5,386,295.9608965,422
Caribe Mexicano,H0131,CORR2312,70679.8901,31.79755365,19,1131.454822,12,70.76076284,1.214156389,110.3909378,237.2599061,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,9.2,975,302.7341387,20
Caribe Mexicano,H0131,CORR2314,70253.11858,31.66635546,19,1129.301486,12,70.72183191,1.214156389,113.1534119,233.0795779,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,9.2,975,302.7341387,20
Caribe Mexicano,H0142,CORR2313,72776.98422,32.43499114,19,1142.058429,12,70.88852547,1.214156389,108.4373703,245.5538884,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,121.5,1244,302.7341387,20
Caribe Mexicano,H0135,CORR2315,46562.48962,25.74442809,15,920.9422549,9,70.59236065,1.214156389,107.8383789,129.5531298,1,2007,2006,4,"BLZ, GTM, HND, MEX",Mexico,MEX,36,911.2108154,302.7341387,20
Caribe Mexicano,H0125,CORR2311,73480.3289,32.64612144,19,1145.638279,12,70.90621004,1.214156389,108.4373703,250.5348551,1,2121,2120,4,"BLZ, GTM, HND, MEX",Mexico,MEX,20.1,1310.162292,302.7341387,20
Lago Azul los Manat es,H0382,CORR1701,2499.464479,25.0887504,3,50.03018156,1,73.5231938,13.71700001,116.1405869,418.0719615,0,1678.943237,1678.943237,2,"COL, PAN",Colombia,COL,22.6,469,311.411575,133
Lago Azul los Manat es,H0386,CORR1703,16028.52201,71.09442137,5,113.3534568,2,82.98054007,13.71700001,132.4580231,352.1127861,0,1673,1673,2,"COL, PAN",Colombia,COL,6.7,463.1594238,311.411575,133
Lago Azul los Manat es,H0398,CORR1705,3180.728039,7.22489374,3,222.5339507,1,100.9174115,13.71700001,183.4421844,114.1137387,0,1899,1899,1,COL,Colombia,COL,7.5,736,311.411575,133
Lago Azul los Manat es,H0390,CORR1704,0,0,0,110.5475411,1,75.33788156,9.058792114,162.3401794,139.0891565,1,1690,1689,1,COL,Colombia,COL,7.5,386,311.411575,133
Lago Azul los Manat es,H0380,CORR1702,5546.113938,43.18744861,3,64.49202818,1,75.65472309,13.71700001,116.1405869,572.6770072,0,1593,1593,2,"COL, PAN",Colombia,COL,6.7,494,311.411575,133
Cienaga de Barbacoas,H0413,CORR1800,0,0,0,127.8823899,0,71.21132248,8.948299408,139.5596161,696.9042325,90,1751,1661,1,COL,Colombia,COL,214.5,1025,320.7933606,76
Cienaga de Barbacoas,H0391,CORR1798,0,0,0,114.8898942,1,80.53270722,14.38004112,137.7510223,292.6662532,69,1554,1485,1,COL,Colombia,COL,6.7,297.0880127,320.7933606,76
Cienaga de Barbacoas,H0414,CORR1797,0,0,0,115.5137604,0,74.49596116,8.948299408,139.5596161,641.3463175,90,1612,1522,1,COL,Colombia,COL,6.7,206,320.7933606,76
Cienaga de Barbacoas,H0393,CORR1796,0,0,0,110.0481866,1,80.12305588,14.38004112,137.7510223,289.7252075,69,1668.876709,1599.876709,1,COL,Colombia,COL,5.9,409,320.7933606,76
Cienaga de Barbacoas,H0420,CORR1799,0,0,0,121.3032564,0,73.63445214,8.948299408,139.5596161,669.6081448,90,1889,1799,1,COL,Colombia,COL,15.9,582.776001,320.7933606,76
Cerro San Gil,H0216,CORR0618,7478.405545,40.0814031,3,95.07620827,3,59.65649273,7.277805328,107.2269897,678.2910974,22,2140.258057,2118.258057,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,327.1759651,626.8296545
Cerro San Gil,H0220,CORR0620,17424.63048,53.2636004,12,167.378283,3,79.80184365,16.17236519,126.2290726,492.159852,3,1750,1747,1,GTM,Guatemala,GTM,753.9,1763,327.1759651,626.8296545
Cerro San Gil,H0216,CORR0617,7086.619619,38.79623217,3,93.08102221,3,59.29435362,7.277805328,107.2269897,652.096257,22,2164,2142,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,327.1759651,626.8296545
Cerro San Gil,H0176,CORR0619,13993.65047,49.32196917,8,145.1501522,3,79.48123315,16.17236519,126.2290726,377.3412444,3,1609,1606,1,GTM,Guatemala,GTM,5,581,327.1759651,626.8296545
Cerro San Gil,H0135,CORR0616,4582.385799,35.41700384,2,65.88601829,3,65.79929157,7.277805328,107.2269897,514.4689527,22,2007,1985,2,"GTM, HND",Honduras,HND,36,911.2108154,327.1759651,626.8296545
Complejo Jaltepeque,H0346,CORR2226,3604.5044,42.90768006,1,42.9608924,2,37.10552294,2.600033998,97.64253998,222.1870773,4.037082672,2016,2011.962917,1,SLV,El Salvador,SLV,8.4,826,337.5587428,24.83662415
Complejo Jaltepeque,H0342,CORR2228,4088.955969,13.58275445,3,154.1112077,3,48.03393077,2.600033998,91.39466858,678.2525518,4.037082672,2315.718506,2311.681423,1,SLV,El Salvador,SLV,24.3,1018,337.5587428,24.83662415
Complejo Jaltepeque,H0344,CORR2227,4032.893833,13.68553728,3,150.8124421,3,49.72939175,2.600033998,90.98789215,682.6255226,4.037082672,1845.994995,1841.957912,1,SLV,El Salvador,SLV,5,608.9749756,337.5587428,24.83662415
Complejo Jaltepeque,H0340,CORR2230,5686.722646,18.75285922,3,154.7231808,1,46.43453599,1.169999957,92.83216858,501.4721322,4,1699,1695,2,"HND, SLV",El Salvador,SLV,5,431.7313232,337.5587428,24.83662415
Complejo Jaltepeque,H0341,CORR2229,4027.869474,12.5636706,3,164.0622357,3,51.0088702,2.600033998,95.95145416,753.6653809,4.037082672,1931,1926.962917,1,SLV,El Salvador,SLV,12.6,669,337.5587428,24.83662415
Del Rio Minero y sus Zonas Aledanas,H0475,CORR1652,0,0,0,81.99422657,1,110.0120709,48.9470253,171.7902832,784.256296,232,1675,1443,1,COL,Colombia,COL,5.9,433.0090332,339.5567736,450.8411865
Del Rio Minero y sus Zonas Aledanas,H0460,CORR1655,0,0,0,132.5443924,2,70.45282623,3.182199955,161.2472992,435.3146914,123,1748.43457,1625.43457,1,COL,Colombia,COL,10.1,490.9589844,339.5567736,450.8411865
Del Rio Minero y sus Zonas Aledanas,H0473,CORR1651,0,0,0,77.74228402,1,110.9016279,37.88239288,171.7902832,748.9807382,232,1664,1432,1,COL,Colombia,COL,7.5,465,339.5567736,450.8411865
Del Rio Minero y sus Zonas Aledanas,H0479,CORR1654,0,0,0,106.6686716,1,111.6638348,72.72371674,157.9558411,910.934001,232,1959,1727,1,COL,Colombia,COL,5,613,339.5567736,450.8411865
Del Rio Minero y sus Zonas Aledanas,H0478,CORR1653,0,0,0,97.49157775,1,111.3313671,77.28656006,157.9558411,852.358432,232,1959,1727,1,COL,Colombia,COL,37.7,724,339.5567736,450.8411865
Sistema de Humedales de la Bahia de Bluefields,H0353,CORR2083,40950.85422,74.90928405,8,275.3283261,7,90.74793065,15.21246529,132.8674927,131.6472917,3,2066,2063,2,"CRI, NIC",Nicaragua,NIC,169.2,1491.418457,344.5242756,94
Sistema de Humedales de la Bahia de Bluefields,H0353,CORR2082,41078.25465,74.84851539,10,276.3768399,7,91.91985962,15.21246529,138.1873322,134.9528091,3,1963,1960,2,"CRI, NIC",Nicaragua,NIC,169.2,1491.418457,344.5242756,94
Sistema de Humedales de la Bahia de Bluefields,H0349,CORR2085,40461.25156,63.20475435,10,322.3690766,7,76.72998099,11.14462376,126.1091232,190.809419,3,1722,1719,2,"CRI, NIC",Nicaragua,NIC,15.9,513.31604,344.5242756,94
Sistema de Humedales de la Bahia de Bluefields,H0350,CORR2081,38272.62874,67.12398611,9,287.0466086,7,77.8858454,11.14462376,126.1091232,124.4735484,3,1590.408691,1587.408691,2,"CRI, NIC",Nicaragua,NIC,5,607,344.5242756,94
Sistema de Humedales de la Bahia de Bluefields,H0354,CORR2084,46629.1949,83.1032059,12,282.4761326,7,93.57258658,16.25027275,131.5081329,184.3430392,3,2558,2555,2,"CRI, NIC",Nicaragua,NIC,173.4,1706.536377,344.5242756,94
Cockscomb Basin,H0216,CORR0749,26509.45337,54.19580657,13,249.4895922,5,68.91882825,10.05439663,99.85197449,333.9297928,5.658417702,2140.258057,2134.599639,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,345.9505119,503.5305786
Cockscomb Basin,H0135,CORR0746,25529.05184,56.39576104,12,230.8137146,5,71.23226842,7.277805328,107.2269897,233.1871834,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,345.9505119,503.5305786
Cockscomb Basin,H0176,CORR0748,20398.9089,46.42459416,13,224.3023213,5,77.97762534,15.97489357,126.2290726,189.2402543,3,1609,1606,2,"BLZ, GTM",Belize,BLZ,5,581,345.9505119,503.5305786
Cockscomb Basin,H0220,CORR0750,23829.8891,49.35585461,17,246.5304521,5,78.32572453,15.97489357,126.2290726,282.9679865,3,1750,1747,2,"BLZ, GTM",Belize,BLZ,753.9,1763,345.9505119,503.5305786
Cockscomb Basin,H0216,CORR0747,26117.66766,53.82596877,13,247.4944062,5,68.84433759,10.05439663,99.85197449,321.6860206,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,345.9505119,503.5305786
Filo del Tallo Canglon,H0386,CORR1198,17259.20776,81.31518263,4,106.8034982,1,89.98348008,17.47589493,171.4684753,341.1522986,4.525624275,1649,1644.474376,2,"COL, PAN",Panama,PAN,6.7,463.1594238,348.4741419,503.3138106
Filo del Tallo Canglon,H0380,CORR1196,16053.1553,86.27962424,5,93.51533083,1,77.83204677,14.71938229,119.1405869,236.3445208,18.99065781,1542,1523.009342,2,"COL, PAN",Panama,PAN,6.7,494,348.4741419,503.3138106
Filo del Tallo Canglon,H0398,CORR1200,21345.9201,37.68460203,4,285.6461139,1,97.62872298,17.47589493,183.4421844,182.1272902,3,1899,1896,2,"COL, PAN",Colombia,COL,7.5,736,348.4741419,503.3138106
Filo del Tallo Canglon,H0382,CORR1197,17881.7048,87.50736999,4,102.7276419,1,79.23369543,14.71938229,119.1405869,300.7024124,18.99065781,1761.690674,1742.700016,1,PAN,Panama,PAN,22.6,469,348.4741419,503.3138106
Filo del Tallo Canglon,H0390,CORR1199,21345.9201,36.4014647,4,295.6626501,2,97.02210834,8.359320641,178.2328491,207.9552759,3,1690,1687,2,"COL, PAN",Colombia,COL,7.5,386,348.4741419,503.3138106
Laguna Om,H0013,CORR1844,26069.58217,27.34820564,8,490.3339682,6,69.09248625,3.888342381,116.7990341,367.5445366,42,1852,1810,2,"GTM, MEX",Mexico,MEX,5,572,349.8989444,147
Laguna Om,H0135,CORR1841,46562.48774,47.52819328,15,500.0930149,8,76.30524556,7.277805328,107.8383789,213.7572275,4,2007,2003,4,"BLZ, GTM, HND, MEX",Belize,BLZ,36,911.2108154,349.8989444,147
Laguna Om,H0033,CORR1842,26069.58217,28.30485762,8,473.5888844,5,68.72821757,3.888342381,117.862175,332.1757121,42,1714,1672,2,"GTM, MEX",Mexico,MEX,5,361,349.8989444,147
Laguna Om,H0052,CORR1845,26069.58217,29.18375464,8,459.1714539,5,67.36216767,3.888342381,118.7107849,289.121422,42,1837,1795,2,"GTM, MEX",Mexico,MEX,5.9,609,349.8989444,147
Laguna Om,H0048,CORR1843,26069.58217,29.30497385,8,457.2114851,5,67.39735377,3.888342381,110.2702026,287.6723511,42,1699.957642,1657.957642,2,"GTM, MEX",Guatemala,GTM,7.5,704.0334473,349.8989444,147
Cerro Saslaya,H0241,CORR0429,36205.29557,93.91988102,5,194.3826133,4,84.29928047,20.08543968,139.4995575,462.8024425,126.6875076,1742,1615.312492,2,"HND, NIC",Honduras,HND,9.2,592.541748,352.3022181,427.144165
Cerro Saslaya,H0348,CORR0427,11389.24337,32.57284992,4,176.514771,2,69.14824811,30.56290245,123.3624954,775.8801551,277,1643.109009,1366.109009,1,NIC,Nicaragua,NIC,5,232,352.3022181,427.144165
Cerro Saslaya,H0242,CORR0430,36964.03837,94.03724292,5,198.2684497,4,84.25784895,20.08543968,139.4995575,469.6972323,126.6875076,1679.437256,1552.749748,2,"HND, NIC",Honduras,HND,5,538,352.3022181,427.144165
Cerro Saslaya,H0345,CORR0428,21843.22799,53.10866647,4,207.6009999,3,76.75904032,24.29641533,122.1140594,877.4060516,196.0808411,2011.727661,1815.64682,2,"HND, NIC",Honduras,HND,62,784.59021,352.3022181,427.144165
Cerro Saslaya,H0347,CORR0426,14894.58278,68.35462639,3,109.7877322,2,79.13716524,36.07313538,133.8718719,599.5540591,214.5023346,1633,1418.497665,1,NIC,Nicaragua,NIC,5,331.0843506,352.3022181,427.144165
Manatee,H0155,CORR1253,51664.72176,58.05081268,18,453.4598216,7,72.5788575,7.277805328,108.4373703,399.8322171,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,364.0218405,481
Manatee,H0149,CORR1252,49576.52336,57.04290472,18,442.8719182,7,72.17446507,7.277805328,107.2269897,368.9221644,6,1909,1903,3,"BLZ, GTM, HND",Honduras,HND,5,563.2242432,364.0218405,481
Manatee,H0135,CORR1251,36567.22992,64.49804174,15,289.1582236,5,74.27784635,7.277805328,107.2269897,307.0451251,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,364.0218405,481
Manatee,H0216,CORR1255,37155.84451,61.97821178,16,305.8389152,5,72.26809217,10.05439663,107.0536194,374.5540512,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,364.0218405,481
Manatee,H0155,CORR1254,51967.59283,58.1930849,18,455.0130785,7,72.61599501,7.277805328,108.4373703,404.6343136,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,364.0218405,481
Humedal de Bahia de Panama,H0377,CORR1010,43939.06884,54.97933256,10,401.4252551,8,80.58151128,10.83435345,136.9958344,214.9872301,5,1607.741089,1602.741089,1,PAN,Panama,PAN,10.9,419.1104736,371.3132251,243
Humedal de Bahia de Panama,H0380,CORR1012,15864.27389,33.32551686,8,238.9873645,4,83.12335496,15.05066586,125.5924988,417.6487604,9,1539,1530,2,"COL, PAN",Panama,PAN,6.7,494,371.3132251,243
Humedal de Bahia de Panama,H0386,CORR1011,21653.87175,45.55357153,6,239.2498595,3,89.93109948,20.03154945,171.4684753,195.6611524,4,1649,1645,2,"COL, PAN",Panama,PAN,6.7,463.1594238,371.3132251,243
Humedal de Bahia de Panama,H0373,CORR1014,33116.35904,47.09638758,10,353.0160706,9,78.046812,10.83435345,136.9958344,230.5413227,5,1594.310791,1589.310791,1,PAN,Panama,PAN,5.9,564,371.3132251,243
Humedal de Bahia de Panama,H0380,CORR1007,15864.27401,33.3255148,8,238.9873645,4,83.12335496,15.05066586,125.5924988,417.6487604,9,1539,1530,2,"COL, PAN",Panama,PAN,6.7,494,371.3132251,243
Humedal de Bahia de Panama,H0373,CORR1009,33116.35883,47.09638718,10,353.0160706,9,78.046812,10.83435345,136.9958344,230.5413227,5,1594.310791,1589.310791,1,PAN,Panama,PAN,5.9,564,371.3132251,243
Humedal de Bahia de Panama,H0382,CORR1013,19533.33064,38.09668815,7,257.4985869,4,84.09883192,15.05066586,125.5924988,478.8849026,9,1789,1780,2,"COL, PAN",Panama,PAN,22.6,469,371.3132251,243
Humedal de Bahia de Panama,H0377,CORR1015,43939.06912,54.97933299,10,401.4252551,8,80.58151128,10.83435345,136.9958344,214.9872301,5,1607.741089,1602.741089,1,PAN,Panama,PAN,10.9,419.1104736,371.3132251,243
Humedal de Bahia de Panama,H0382,CORR1008,19533.33029,38.09668535,7,257.4985869,4,84.09883192,15.05066586,125.5924988,478.8849026,9,1789,1780,2,"COL, PAN",Panama,PAN,22.6,469,371.3132251,243
Humedal de Bahia de Panama,H0386,CORR1006,21653.8702,45.55356752,6,239.2498595,3,89.93109948,20.03154945,171.4684753,195.6611524,4,1649,1645,2,"COL, PAN",Panama,PAN,6.7,463.1594238,371.3132251,243
Santa Rosa,H0350,CORR0087,12545.78458,78.86815312,5,80.08248418,2,73.63742882,11.70009899,115.39711,724.887741,106,1881,1775,1,CRI,Costa Rica,CRI,5,607,380.7159814,516.1494751
Santa Rosa,H0349,CORR0086,9037.152661,90.0318078,4,50.39628771,2,70.73958133,30.70839691,93.12075043,592.0203055,106,1814,1708,1,CRI,Costa Rica,CRI,15.9,513.31604,380.7159814,516.1494751
Santa Rosa,H0351,CORR0088,21885.37906,69.24375546,9,159.250819,3,76.10565145,11.70009899,126.5728378,804.6323034,106,1881,1775,1,CRI,Costa Rica,CRI,35.2,516.050415,380.7159814,516.1494751
Santa Rosa,H0353,CORR0090,23579.6691,57.26720311,10,207.4244514,4,75.74159254,11.70009899,136.3749542,831.8007641,106,2215,2109,1,CRI,Costa Rica,CRI,169.2,1491.418457,380.7159814,516.1494751
Santa Rosa,H0352,CORR0089,24255.2593,71.95261317,9,169.8008109,3,77.21137744,11.70009899,126.5728378,858.5547443,106,1881,1775,1,CRI,Costa Rica,CRI,29.3,624,380.7159814,516.1494751
Utria,H0510,CORR0257,0,0,0,152.5438257,1,114.3295198,48.36199951,172.1800537,426.37446,22,2751.515381,2729.515381,1,COL,Colombia,COL,5938.5,3184.241577,384.2581033,557.7246094
Utria,H0510,CORR0260,0,0,0,163.5693857,1,114.7461622,69.24234009,171.5635834,443.8047824,22,2535,2513,1,COL,Colombia,COL,5938.5,3184.241577,384.2581033,557.7246094
Utria,H0510,CORR0256,0,0,0,154.5152254,1,112.1001457,77.92643738,156.2094879,265.6640551,30,1643,1613,1,COL,Colombia,COL,5938.5,3184.241577,384.2581033,557.7246094
Utria,H0510,CORR0259,0,0,0,161.2946937,1,113.6345253,77.76538086,187.6344299,395.4015755,30,3275,3245,1,COL,Colombia,COL,5938.5,3184.241577,384.2581033,557.7246094
Utria,H0510,CORR0258,0,0,0,149.4639841,4,107.6158361,31.71184158,172.4970245,379.7919276,18,1441,1423,1,COL,Colombia,COL,5938.5,3184.241577,384.2581033,557.7246094
Rio Leon,H0390,CORR1301,0,0,0,61.34760296,1,85.05523388,13.6311245,139.2525482,236.622533,13,1690,1677,1,COL,Colombia,COL,7.5,386,387.0942521,500.0231018
Rio Leon,H0425,CORR1303,0,0,0,111.037043,0,105.6090487,11.80582619,185.4716034,192.3917707,12,1827,1815,1,COL,Colombia,COL,2258.5,2604,387.0942521,500.0231018
Rio Leon,H0398,CORR1302,0,0,0,102.9463745,0,103.256766,11.80582619,183.4421844,159.0969329,12,1899,1887,1,COL,Colombia,COL,7.5,736,387.0942521,500.0231018
Rio Leon,H0425,CORR1304,0,0,0,110.9315827,1,98.70092396,13.6311245,165.0152283,861.5499514,13,2671,2658,1,COL,Colombia,COL,2258.5,2604,387.0942521,500.0231018
Rio Leon,H0425,CORR1305,0,0,0,112.5021213,1,96.84086861,13.6311245,156.223053,654.225739,13,2181.217529,2168.217529,1,COL,Colombia,COL,2258.5,2604,387.0942521,500.0231018
Corcovado,H0367,CORR0137,8760.360774,37.359461,3,117.7294488,5,80.1113113,25.42093468,135.658493,352.9537312,3,1685,1682,1,CRI,Costa Rica,CRI,7.5,819,398.8036316,534.0511475
Corcovado,H0369,CORR0140,10737.60658,43.6862269,5,123.681368,5,96.92245097,35.89860535,145.7209167,613.2412621,6,1600,1594,1,CRI,Costa Rica,CRI,4712.9,2632.327881,398.8036316,534.0511475
Corcovado,H0369,CORR0136,11182.0841,49.66924666,5,113.1980004,5,92.45393329,16.25071907,157.1987152,443.9138795,6,1902,1896,1,CRI,Costa Rica,CRI,4712.9,2632.327881,398.8036316,534.0511475
Corcovado,H0369,CORR0138,8818.468212,35.77946374,5,123.7659277,6,80.10421697,25.42093468,135.658493,432.9979761,3,2370,2367,1,CRI,Costa Rica,CRI,4712.9,2632.327881,398.8036316,534.0511475
Corcovado,H0368,CORR0139,8760.360774,39.54516372,3,111.2261384,5,83.05879608,25.42093468,142.6126404,354.6109249,3,1818,1815,1,CRI,Costa Rica,CRI,8.4,463.8731689,398.8036316,534.0511475
El Palmar,H0008,CORR1926,27379.59322,18.34333956,6,768.2124904,5,68.44753825,3.888342381,108.2663193,209.4995101,3,1833,1830,2,"GTM, MEX",Mexico,MEX,6.7,560,402.9826468,13
El Palmar,H0010,CORR1928,22961.4812,15.29085038,6,772.5608858,5,69.49761352,3.888342381,116.7990341,247.647918,3,2098.760498,2095.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,402.9826468,13
El Palmar,H0013,CORR1929,22961.4812,15.40993268,6,766.5439207,5,69.3578321,3.888342381,116.7990341,234.171401,3,1852,1849,2,"GTM, MEX",Mexico,MEX,5,572,402.9826468,13
El Palmar,H0011,CORR1930,22961.4812,15.20048516,6,777.2103414,5,69.57836066,3.888342381,116.7990341,252.4178217,3,1760,1757,2,"GTM, MEX",Mexico,MEX,5,450,402.9826468,13
El Palmar,H0005,CORR1927,27379.59322,17.29794426,6,815.3836035,6,68.41105658,3.888342381,115.5799408,236.6921373,3,2433.680664,2430.680664,2,"GTM, MEX",Mexico,MEX,9.2,1236,402.9826468,13
Sistema Lagunar Catazaja,H0002,CORR2169,0,0,0,124.3285584,2,43.52361959,1.929999948,106.5420227,435.3486447,0,1725,1725,1,MEX,Mexico,MEX,29.3,817,410.651765,48
Sistema Lagunar Catazaja,H0008,CORR2167,0,0,0,119.3221955,2,48.60342719,1.860999942,94.29910278,340.6117203,0,1746,1746,1,MEX,Mexico,MEX,6.7,560,410.651765,48
Sistema Lagunar Catazaja,H0005,CORR2166,0,0,0,136.1626161,3,51.21184811,1.860999942,97.29452515,495.44946,0,2433.680664,2433.680664,1,MEX,Mexico,MEX,9.2,1236,410.651765,48
Sistema Lagunar Catazaja,H0010,CORR2170,0,0,0,126.3865583,3,51.53787718,1.860999942,103.8587646,406.3733346,0,2100,2100,1,MEX,Mexico,MEX,16.8,765,410.651765,48
Sistema Lagunar Catazaja,H0002,CORR2168,0,0,0,120.9945755,2,44.77449405,1.929999948,106.5420227,381.6828819,0,1970,1970,1,MEX,Mexico,MEX,29.3,817,410.651765,48
Rio Anchicaya,H0527,CORR1235,0,0,0,69.68794875,2,121.1192133,63.47505951,189.6357422,843.5320843,12,3493,3481,1,COL,Colombia,COL,836.9,2814,419.6344358,571.6901245
Rio Anchicaya,H0527,CORR1234,0,0,0,60.06511543,1,125.8808397,82.42128754,206.5908661,557.9036739,12,2350.449707,2338.449707,1,COL,Colombia,COL,836.9,2814,419.6344358,571.6901245
Rio Anchicaya,H0528,CORR1233,0,0,0,55.00132722,1,121.3724735,74.44805908,161.321991,625.0499532,12,2108,2096,1,COL,Colombia,COL,116.4,1287.031738,419.6344358,571.6901245
Rio Anchicaya,H0528,CORR1232,0,0,0,51.54171657,1,120.9336044,74.44805908,161.321991,550.7844311,12,2108,2096,1,COL,Colombia,COL,116.4,1287.031738,419.6344358,571.6901245
Rio Anchicaya,H0529,CORR1231,0,0,0,26.89867852,0,127.1639479,87.37914276,183.9317017,438.0150078,12,1833,1821,1,COL,Colombia,COL,5.9,802,419.6344358,571.6901245
Serrania del Bagre,H0398,CORR2010,11781.74031,23.45616236,3,253.3462537,2,103.6670092,33.84199905,183.4421844,280.3055159,3,1899,1896,2,"COL, PAN",Colombia,COL,7.5,736,420.1738813,491.0011597
Serrania del Bagre,H0390,CORR2009,11781.74031,22.55490841,3,263.3627898,3,102.4387244,8.359320641,172.7942657,307.4099073,3,1690,1687,2,"COL, PAN",Colombia,COL,7.5,386,420.1738813,491.0011597
Serrania del Bagre,H0380,CORR2007,15079.62371,74.35962325,7,102.063632,2,94.9249884,51.4649353,164.6297913,221.7799693,8,1542,1534,2,"COL, PAN",Panama,PAN,6.7,494,420.1738813,491.0011597
Serrania del Bagre,H0386,CORR2006,8127.400499,82.15717066,3,49.53575335,2,88.10770128,63.34021378,123.3472366,326.0557508,35,1628,1593,2,"COL, PAN",Panama,PAN,6.7,463.1594238,420.1738813,491.0011597
Serrania del Bagre,H0382,CORR2008,16747.2935,76.30793998,6,110.5177124,2,96.70103479,51.4649353,164.6297913,268.5410616,8,1761.690674,1753.690674,1,PAN,Panama,PAN,22.6,469,420.1738813,491.0011597
Rio San Juan,H0354,CORR0948,14466.32482,63.05103352,9,115.1682841,4,86.33278681,10.75499916,131.1669769,391.3365818,13,2558,2545,2,"CRI, NIC",Costa Rica,CRI,173.4,1706.536377,431.9208789,270
