"ID","MAT_mean","MAT_min","MAT_max","MAT_range","MAP_mean","MAP_min","MAP_max","MAP_range","srtm_mean","srtm_min","srtm_max","srtm_range","ISO3","NAME","ORIG_NAME","WDPAID","WDPA_PID"
587,20.2914987182617,19.361837387085,21.3937664031982,2.03192901611328,1663.70314941406,1544.58728027344,1730.0712890625,185.484008789062,1155.17010150061,833,1404,571,"NIC","Cerro Apante","Cerro Apante",61056,"61056"
588,21.1310959110012,19.9879951477051,23.7536849975586,3.76568984985352,1913.12653459821,1565.96887207031,2040.02624511719,474.057373046875,942.573254993231,334.743255615234,1215,880.256744384766,"NIC","Cerro Guabule","Cerro Guabule",61057,"61057"
589,22.727760042463,22.3428821563721,23.2836532592773,0.940771102905273,1826.56764439174,1726.8291015625,1890.58825683594,163.759155273438,670.251673029273,395,918,523,"NIC","Cerro Pancasán","Cerro Pancasán",61058,"61058"
590,22.1442494759193,19.8335800170898,24.6526279449463,4.81904792785645,1903.79582895132,1484.96362304688,2238.1865234375,753.222900390625,751.65715494634,303,1288,985,"NIC","Sierra Quirragua","Sierra Quirragua",61059,"61059"
591,22.2180969238281,22.0298461914062,22.5140399932861,0.484193801879883,1844.29761962891,1792.0595703125,1895.25366210938,103.194091796875,847.715855953065,725.328430175781,978,252.671569824219,"NIC","Cerro Mombachito – La Vieja","Cerro Mombachito – La Vieja",61060,"61060"
592,23.2119937079293,21.9167785644531,24.3750553131104,2.45827674865723,1887.68676932199,1790.76782226562,2000.64453125,209.876708984375,584.726562038042,352,918,566,"NIC","Fila Masigüe","Fila Masigüe",61061,"61061"
593,24.2976153524298,22.3692226409912,25.180965423584,2.81174278259277,2729.29133319138,2601.17260742188,2803.55322265625,202.380615234375,360.615568255712,146,854,708,"NIC","Cerro Cola Blanca","Cerro Cola Blanca",61062,"61062"
594,25.4139148487764,24.8997135162354,25.6472282409668,0.747514724731445,2701.49737189798,2657.87060546875,2732.82055664062,74.949951171875,33.4847689851913,10,125,115,"NIC","Yulu","Yulu",61066,"61066"
595,25.514088850755,25.3334541320801,25.6324577331543,0.299003601074219,2639.63657320463,2596.66552734375,2685.48852539062,88.822998046875,21.8228114072122,11,53,42,"NIC","Kligna","Kligna",61067,"61067"
596,25.7749288082123,25.6557426452637,25.8684730529785,0.212730407714844,2555.47314453125,2523.71752929688,2594.45288085938,70.7353515625,15.968123945305,7,28,21,"NIC","Limbaika","Limbaika",61071,"61071"
597,25.0384887313843,24.8772563934326,25.2706661224365,0.393409729003906,2474.25682128906,2364.744140625,2554.46459960938,189.720458984375,39.293456335578,14,62,48,"NIC","Llanos de Karawala","Llanos de Karawala",61072,"61072"
598,25.0607679886221,23.4936771392822,25.4325542449951,1.93887710571289,2703.18476948701,2434.28247070312,3003.21337890625,568.930908203125,49.2567128189378,0,496,496,"NIC","Cerro Wawashang","Cerro Wawashang",61074,"61074"
599,25.8127307015467,23.6123695373535,26.2369689941406,2.62459945678711,3421.02570409209,2900.15551757812,3792.78759765625,892.632080078125,55.6406581435056,0,574,574,"NIC","Cerro Silva","Cerro Silva",61075,"61075"
600,26.6269683837891,26.5290355682373,26.7213878631592,0.192352294921875,1493.32771669585,1423.21655273438,1564.5283203125,141.311767578125,67.5776417471018,32.8414688110352,107,74.1585311889648,"NIC","Lagunetas de Mecatepe y Río Manares","Lagunetas de Mecatepe y Río Manares",107233,"107233"
601,25.5332224403694,24.0162410736084,26.1741981506348,2.15795707702637,3353.60244392183,2984.09619140625,3769.13647460938,785.040283203125,148.488924478046,9.59405040740967,508,498.40594959259,"NIC","Punta Gorda","Punta Gorda",107237,"107237"
602,24.0764673340995,23.0017375946045,24.4191837310791,1.41744613647461,2484.3880039431,2401.81372070312,2556.71655273438,154.90283203125,419.951118668461,324,750,426,"NIC","Pis Pis","Pis Pis",555698175,"555698175"
603,25.4644953470094,23.9123001098633,26.1194896697998,2.20718955993652,2719.92879077496,2355.08935546875,3020.1015625,665.01220703125,203.817201584839,43,598,555,"NIC","Serranías de Yolaina","Serranías de Yolaina",555698176,"555698176"
604,25.5524240713062,23.079948425293,26.2356586456299,3.15571022033691,3472.63568637108,3151.55883789062,4195.76806640625,1044.20922851562,118.872133679559,-1,680,681,"NIC","Río Indio Maíz","Río Indio Maíz",30628,"30628"
605,26.2022060808146,25.8363838195801,26.3180923461914,0.481708526611328,2117.82627091318,1970.70703125,2411.6728515625,440.9658203125,38.7274866447711,31,200,169,"NIC","Archipiélago de Solentiname","Archipiélago de Solentiname",30631,"30631"
606,22.4367380142212,22.3166427612305,22.5568332672119,0.240190505981445,1086.9931640625,1083.61743164062,1090.36889648438,6.75146484375,737.505933940117,686,807,121,"NIC","Cañón de Somoto","Cañón de Somoto",107231,"107231"
607,25.7938615135525,25.6161022186279,25.9766597747803,0.360557556152344,3117.08579420007,3006.1796875,3339.80834960938,333.628662109375,70.5214620380246,30,138,108,"NIC","Fortaleza La Inmaculada Concepción de María","Fortaleza La Inmaculada Concepción de María",30632,"30632"
608,26.0542576417469,25.2228965759277,26.365119934082,1.1422233581543,3689.79377836682,3132.46069335938,4722.81396484375,1590.35327148438,30.6962929637552,2,272,270,"NIC","Río San Juan","Río San Juan",302128,"302128"
609,26.3375016363982,26.110387802124,26.5203380584717,0.409950256347656,2558.75801922094,1968.47863769531,2893.53686523438,925.058227539062,37.8011404530233,31,69,38,"NIC","Los Guatuzos","Los Guatuzos",30630,"30630"
610,23.653330485026,23.2610340118408,24.0092735290527,0.748239517211914,1551.61381022135,1540.21069335938,1568.10998535156,27.8992919921875,498.512762433783,414,653,239,"NIC","Chocoyero – El Brujo","Chocoyero – El Brujo",107232,"107232"
611,26.4394438607352,26.1593017578125,26.5462532043457,0.386951446533203,1712.81345912388,1686.0068359375,1737.271484375,51.2646484375,54.8904859318453,32,126.490615844727,94.4906158447266,"NIC","Humedal Istiam Peña Inculca","Humedal Istiam Peña Inculca",555698174,"555698174"
612,20.2254890398173,18.4318542480469,22.6613826751709,4.22952842712402,1264.9843774484,1063.86193847656,1538.93676757812,475.074829101562,1118.4435433585,619,1452,833,"NIC","Mesas de Miraflor Moropotente","Mesas de Miraflor Moropotente",168212,"168212"
613,27.9786008199056,27.86452293396,28.09423828125,0.229715347290039,1750.97254774306,1732.64367675781,1776.96350097656,44.31982421875,13.4901202619985,5,24,19,"NIC","Llanos de Apacunca","Llanos de Apacunca",302135,"302135"
614,21.6005783677101,19.6159992218018,23.3675632476807,3.75156402587891,1746.54174804688,1508.64123535156,1949.07897949219,440.437744140625,892.455374557574,534,1283,749,"NIC","Yucul","Yucul",30629,"30629"
615,26.3375016363982,26.110387802124,26.5203380584717,0.409950256347656,2558.75801922094,1968.47863769531,2893.53686523438,925.058227539062,37.8011404530233,31,69,38,"NIC","Refugio de Vida Silvestre Los Guatuzos","Refugio de Vida Silvestre Los Guatuzos",145539,"145539"
616,20.9402183710143,20.8489665985107,21.095874786377,0.246908187866211,1504.50074377725,1332.86169433594,1679.41088867188,346.549194335938,957.168380482595,954.907409667969,1014,59.0925903320312,"NIC","Lago de Apanás - Asturias","Lago de Apanás - Asturias",900701,"900701"
617,26.0542576417469,25.2228965759277,26.365119934082,1.1422233581543,3689.79377836682,3132.46069335938,4722.81396484375,1590.35327148438,30.6962929637552,2,272,270,"NIC","Refugio de Vida Silvestre Río San Juan","Refugio de Vida Silvestre Río San Juan",900702,"900702"
