"ID","endID","crrdr_d","all_pa_area_sqkm","all_pa_pct_overlap","nPAs","LCP_length_km","nKBAs","biomass_mean","biomass_min","biomass_max","mean_m","min_m","max_m","range_m","nCountries","Countries","name","iso_a3","are_km2","endnode_elevrange_m","endnode_pct_protected","StartNode_areakm2","StartNode_elevrange_m"
"Area de Conservacion El Zapotal","H0131","CORR2373",75660.7759213479,34.5280825697448,23,1115.66495599467,12,71.6167205521059,7.27780532836914,110.390937805176,240.707888945895,4,2087,2083,4,"BLZ, GTM, HND, MEX","Mexico","MEX",9.2,975,100,23.8310694678212,13
"Area de Conservacion El Zapotal","H0142","CORR2375",78833.0880737698,35.4623914023592,23,1131.82408498845,12,71.8973209844514,7.27780532836914,114.958442687988,258.083943842039,4,2124,2120,4,"BLZ, GTM, HND, MEX","Mexico","MEX",121.5,1244,100,23.8310694678212,13
"Area de Conservacion El Zapotal","H0131","CORR2374",75234.0044068291,34.4003214215004,23,1113.51161921441,12,71.578425098868,7.27780532836914,113.153411865234,236.46876153141,4,2087,2083,4,"BLZ, GTM, HND, MEX","Mexico","MEX",9.2,975,100,23.8310694678212,13
"Area de Conservacion El Zapotal","H0125","CORR2371",78461.214730888,35.3542493742784,23,1129.84841270318,12,71.7543674111847,7.27780532836914,108.437370300293,254.133145271052,4,2121,2117,4,"BLZ, GTM, HND, MEX","Mexico","MEX",20.1,1310.16229248047,100,23.8310694678212,13
"Area de Conservacion El Zapotal","H0142","CORR2372",77757.8700465464,35.1487202586294,23,1126.26856286082,12,71.7388994764191,7.27780532836914,108.437370300293,249.091062901471,4,2087,2083,4,"BLZ, GTM, HND, MEX","Mexico","MEX",121.5,1244,100,23.8310694678212,13
"Area de Conservacion Guanacaste","H0350","CORR2287",5870.19593163446,46.0714293643826,3,64.1865038911994,2,68.1276727571879,11.700098991394,115.397109985352,726.479948259974,87,1881,1794,1,"CRI","Costa Rica","CRI",5,607,64.490627022078,87.3925149250382,517.585693359375
"Area de Conservacion Guanacaste","H0353","CORR2290",16911.0880953385,44.5337494061943,9,191.301001959048,4,74.0589948368752,11.700098991394,136.374954223633,838.636413697221,87,2215,2128,1,"CRI","Costa Rica","CRI",169.2,1491.41845703125,90.5719359242567,87.3925149250382,517.585693359375
"Area de Conservacion Guanacaste","H0351","CORR2288",15491.8437860404,54.5182436959761,8,143.203192574971,3,73.8007790933247,11.700098991394,126.57283782959,812.090261770655,87,1881,1794,1,"CRI","Costa Rica","CRI",35.2,516.050415039062,96.6084768519771,87.3925149250382,517.585693359375
"Area de Conservacion Guanacaste","H0352","CORR2289",17595.6035994052,57.6533592052683,8,153.753184436946,3,75.1736001278981,11.700098991394,126.57283782959,870.012551722659,87,1881,1794,1,"CRI","Costa Rica","CRI",29.3,624,97.6730163590505,87.3925149250382,517.585693359375
"Area de Conservacion Guanacaste","H0349","CORR2286",2268.89268322004,33.050237421614,2,34.5669316060477,2,61.8561517256725,18.9758129119873,111.958801269531,448.989801868541,87,1774,1687,1,"CRI","Costa Rica","CRI",15.9,513.316040039062,100,87.3925149250382,517.585693359375
"Area de Conservacion La Caverna","H0083","CORR1616",416.042455801734,6.45873674622976,2,33.1653208955215,1,75.2898662514882,35.1808166503906,95.5096435546875,717.302333488464,298,1610,1312,2,"GTM, MEX","Mexico","MEX",7.5,311,0,10.8976563036529,294.605575561523
"Area de Conservacion La Caverna","H0085","CORR1618",416.042455801734,6.17335254434654,2,34.7185777381411,1,70.7353866978696,35.1808166503906,103.285041809082,729.403762177793,298,1629.52209472656,1331.52209472656,2,"GTM, MEX","Mexico","MEX",24.3,975.142578125,0,10.8976563036529,294.605575561523
"Area de Conservacion La Caverna","H0074","CORR1619",516.739574128225,7.16693165043063,1,37.2694276094839,1,65.3714864948128,29.7778835296631,104.098007202148,747.356580865111,308,1570,1262,1,"MEX","Mexico","MEX",6.7,273,0,10.8976563036529,294.605575561523
"Area de Conservacion La Caverna","H0074","CORR1617",516.739574128225,7.68986261116329,1,34.7185777381409,1,61.9986662069956,29.7778835296631,102.683143615723,693.895218725342,308,1554,1246,1,"MEX","Mexico","MEX",6.7,273,0,10.8976563036529,294.605575561523
"Area de Conservacion La Caverna","H0089","CORR1620",514.387989984999,8.70642040441367,2,30.3632154858009,2,67.6504222282997,30.8470706939697,95.234130859375,743.988863212128,298.752624511719,1720,1421.24737548828,2,"GTM, MEX","Mexico","MEX",232,1686,0.587950279811992,10.8976563036529,294.605575561523
"Area de Conservacion Moku","H0010","CORR1833",41271.0918087597,48.8243536464392,7,435.827531407741,3,73.3725355392279,3.88834238052368,116.799034118652,373.335627152566,42,2098.76049804688,2056.76049804688,2,"GTM, MEX","Mexico","MEX",16.8,765,0,79.7990567462892,176
"Area de Conservacion Moku","H0013","CORR1832",41271.0918087597,49.5039400441149,7,429.810566293106,3,73.1846514428666,3.88834238052368,116.799034118652,351.356468205328,42,1852,1810,2,"GTM, MEX","Mexico","MEX",5,572,0,79.7990567462892,176
"Area de Conservacion Moku","H0011","CORR1834",41271.0918087597,48.3141102992688,7,440.476987043846,3,73.4869339413432,3.88834238052368,116.799034118652,380.012221459139,42,1760,1718,2,"GTM, MEX","Mexico","MEX",5,450,0,79.7990567462892,176
"Area de Conservacion Moku","H0033","CORR1835",40395.6655784063,50.3789633153677,7,413.292951752607,2,72.926206683909,3.88834238052368,117.862174987793,310.601374497589,42,1714,1672,2,"GTM, MEX","Mexico","MEX",5,361,0,79.7990567462892,176
"Area de Conservacion Moku","H0008","CORR1831",42390.8586355335,50.6819691813599,8,431.554959079206,3,71.6400478318565,3.88834238052368,108.266319274902,308.057278246184,42,1833,1791,2,"GTM, MEX","Mexico","MEX",6.7,560,0,79.7990567462892,176
"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0010","CORR2130",9374.14237028315,21.2252615700032,4,229.95141049555,4,41.9646643490024,1.33000004291534,103.858764648438,272.120273354767,0,2100,2100,1,"MEX","Mexico","MEX",16.8,765,0,3451.61297473821,29
"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0008","CORR2129",9374.14237028315,21.8971995259893,4,222.887047649047,3,39.9266378680865,1.33000004291534,94.2991027832031,232.993437906141,0,1746,1746,1,"MEX","Mexico","MEX",6.7,560,0,3451.61297473821,29
"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0005","CORR2126",9374.14237028315,23.9350578193815,4,204.178647062286,3,38.3802493355491,1.33000004291534,106.542022705078,201.607271667336,0,2187.0751953125,2187.0751953125,1,"MEX","Mexico","MEX",9.2,1236,0,3451.61297473821,29
"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0002","CORR2128",9374.14237028315,23.4046247718485,4,208.703590940535,3,37.5318345676769,1.33000004291534,106.542022705078,255.85200143673,0,1725,1725,1,"MEX","Mexico","MEX",29.3,817,0,3451.61297473821,29
"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0002","CORR2127",9374.14237028315,23.7841019083894,4,205.369608057155,3,38.3215731331472,1.33000004291534,106.542022705078,218.567697827478,0,1970,1970,1,"MEX","Mexico","MEX",29.3,817,0,3451.61297473821,29
"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0027","CORR1689",5140.05433962531,23.2489521303618,3,117.543701473747,3,39.6442572787347,10.1088399887085,106.670196533203,818.31507629037,186,2004,1818,1,"MEX","Mexico","MEX",21.8,786,0,28.8022242444837,398.904052734375
"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0034","CORR1690",5140.05433962531,21.5793494106623,3,126.761401100515,3,40.4232857704163,10.1088399887085,106.670196533203,859.624620705224,186,1880,1694,1,"MEX","Mexico","MEX",5,547.403442382812,0,28.8022242444837,398.904052734375
"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0018","CORR1688",572.513836119026,3.75594839066633,1,80.525529402641,2,57.2410845988506,13.3958206176758,111.152450561523,670.027551394732,167,2203,2036,1,"MEX","Mexico","MEX",39.4,1127,0,28.8022242444837,398.904052734375
"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0018","CORR1687",572.513836119026,3.91375737213591,1,77.2581707048857,2,56.851136038644,13.3958206176758,111.152450561523,606.058368037548,167,2147.95849609375,1980.95849609375,1,"MEX","Mexico","MEX",39.4,1127,0,28.8022242444837,398.904052734375
"Area de Uso Comun del Nucleo Agrario El Barrio de La Soledad","H0016","CORR1686",5140.05433962531,32.1919758870467,3,84.7276672445248,3,39.3876424601659,10.1088399887085,80.9955902099609,818.690144154618,186,1800,1614,1,"MEX","Mexico","MEX",20.1,871.650634765625,0,28.8022242444837,398.904052734375
"Arrecifes de Sian Ka an","H0142","CORR2365",84270.1612026178,44.3863745777794,20,967.013933567461,12,72.6179096051819,1.18287694454193,114.958442687988,293.997224117818,-4,2124,2128,4,"BLZ, GTM, HND, MEX","Mexico","MEX",121.5,1244,100,13.6515979876735,2
"Arrecifes de Sian Ka an","H0125","CORR2361",83885.8766457696,44.2735795570575,20,964.962438216144,12,72.4519694882348,1.18287694454193,108.437370300293,289.35917047589,-4,2121,2125,4,"BLZ, GTM, HND, MEX","Mexico","MEX",20.1,1310.16229248047,100,13.6515979876735,2
"Arrecifes de Sian Ka an","H0131","CORR2364",80658.6663217108,43.3079620561301,20,948.625644727367,12,72.2540087547855,1.18287694454193,113.153411865234,269.178429552819,-4,2087,2091,4,"BLZ, GTM, HND, MEX","Mexico","MEX",9.2,975,100,13.6515979876735,2
"Arrecifes de Sian Ka an","H0131","CORR2363",81085.4378362296,43.4375725526819,20,950.778981507632,12,72.2983094807472,1.18287694454193,110.390937805176,274.121991000026,-4,2087,2091,4,"BLZ, GTM, HND, MEX","Mexico","MEX",9.2,975,100,13.6515979876735,2
"Arrecifes de Sian Ka an","H0142","CORR2362",83182.5319614281,44.0659446794698,20,961.382588373779,12,72.4360411307257,1.18287694454193,108.437370300293,283.583709581439,-4,2087,2091,4,"BLZ, GTM, HND, MEX","Mexico","MEX",121.5,1244,100,13.6515979876735,2
"Arrecifes de Xcalak","H0142","CORR2345",85766.5495662113,51.3118255684472,24,851.493014792419,10,68.398428641789,0.628583550453186,108.437370300293,300.507199907875,-1,2087,2088,4,"BLZ, GTM, HND, MEX","Belize","BLZ",121.5,1244,100,45.5069020214536,13
"Arrecifes de Xcalak","H0125","CORR2342",86469.8942505528,51.515843145179,24,855.072864634783,10,68.4310291902262,0.628583550453186,108.437370300293,306.884537077832,-1,2121,2122,4,"BLZ, GTM, HND, MEX","Belize","BLZ",20.1,1310.16229248047,100,45.5069020214536,13
"Arrecifes de Xcalak","H0131","CORR2343",83669.4554410128,50.6932051884091,24,840.889407926271,10,68.2021424894931,0.628583550453186,110.390937805176,290.13220437573,-1,2087,2088,4,"BLZ, GTM, HND, MEX","Belize","BLZ",9.2,975,100,45.5069020214536,13
"Arrecifes de Xcalak","H0131","CORR2344",83242.683926494,50.5653820681041,24,838.736071146006,10,68.1463233785353,0.628583550453186,113.153411865234,284.620447079714,-1,2087,2088,4,"BLZ, GTM, HND, MEX","Belize","BLZ",9.2,975,100,45.5069020214536,13
"Arrecifes de Xcalak","H0135","CORR2341",59555.1473822901,48.1704999873715,20,630.376840559393,7,67.1381968242082,0.628583550453186,107.265769958496,152.813597787981,-1,2007,2008,4,"BLZ, GTM, HND, MEX","Belize","BLZ",36,911.210815429688,99.9755800811027,45.5069020214536,13
"Aves de  El Paujil","H0478","CORR1553",6583.24356543762,38.0766151151826,4,87.8671661504266,1,112.055839263287,67.5208511352539,157.955841064453,899.454036415948,231,1959,1728,1,"COL","Colombia","COL",37.7,724,0,9.7079995007868,340.086853027344
"Aves de  El Paujil","H0473","CORR1551",6583.24356543762,49.1403319058329,4,68.1178724225288,1,112.314745816317,37.8823928833008,171.790283203125,798.62159425689,231,1664,1433,1,"COL","Colombia","COL",7.5,465,0,9.7079995007868,340.086853027344
"Aves de  El Paujil","H0460","CORR1555",2047.27140901393,8.58506635113088,4,121.068820300607,2,68.8587363656962,3.18219995498657,161.247299194336,437.066802753894,123,1748.4345703125,1625.4345703125,1,"COL","Colombia","COL",10.1,490.958984375,99.775630738421,9.7079995007868,340.086853027344
"Aves de  El Paujil","H0479","CORR1554",6583.24356543762,34.4678896987255,4,97.1200830205218,1,112.431683141861,67.5208511352539,157.955841064453,958.916122964003,231,1959,1728,1,"COL","Colombia","COL",5,613,0,9.7079995007868,340.086853027344
"Aves de  El Paujil","H0475","CORR1552",6583.24356543762,46.2667162167672,4,72.369814967555,1,111.241388762869,48.9470252990723,171.790283203125,835.18454775679,231,1675,1444,1,"COL","Colombia","COL",5.9,433.009033203125,0,9.7079995007868,340.086853027344
"Azul Meámbar","H0211","CORR0235",1333.80701476507,13.5131574852313,2,50.0734816693422,1,57.2965732763621,23.5821838378906,91.8229446411133,826.642073760162,188,2090,1902,1,"HND","Honduras","HND",30.2,1110.28674316406,98.5525031453213,NA,NA
"Azul Meámbar","H0254","CORR0233",2736.01300173323,31.5259124409789,3,44.1740614548039,2,66.5987118552713,26.8933963775635,114.731628417969,923.682792999459,450,2637.8701171875,2187.8701171875,1,"HND","Honduras","HND",59.5,1439,100,NA,NA
"Azul Meámbar","H0308","CORR0234",5047.21470185912,45.6490345319944,2,56.1976767923232,2,74.0181883239746,22.6991386413574,123.221633911133,1284.89522838526,450,1998,1548,1,"HND","Honduras","HND",36.9,733,91.1909602622634,NA,NA
"Azul Meámbar","H0268","CORR0231",2151.74002976818,100,1,10.7774610601143,1,72.0195989608765,39.8479881286621,107.008888244629,945.219094760176,450,1942,1492,1,"HND","Honduras","HND",26.8,809.377197265625,100,NA,NA
"Azul Meámbar","H0268","CORR0232",2618.77372926956,100,1,13.1636556179123,1,75.2194068615253,39.8479881286621,119.843696594238,1040.59168914427,450,1961,1511,1,"HND","Honduras","HND",26.8,809.377197265625,100,NA,NA
