"ID","endID","crrdr_d","all_pa_area_sqkm","all_pa_pct_overlap","nPAs","LCP_length_km","nKBAs","biomass_mean","biomass_min","biomass_max","mean_m","min_m","max_m","range_m","nCountries","Countries","name","iso_a3","are_km2","endnode_elevrange_m","endnode_pct_protected","StartNode_areakm2","StartNode_elevrange_m"
"El Socorro","H0346","CORR2249",644.0078834,2.741461066,3,119.8556512,1,54.17360922,4.74343729,102.8655777,533.3172633,42,2016,1974,1,"SLV","El Salvador","SLV",8.4,826,0,5.769075548,181
"Santa Clara","H0346","CORR1026",496.7443184,4.083311008,1,62.09440272,1,44.02593804,5.60057354,93.72127533,471.6895966,10,2016,2006,1,"SLV","El Salvador","SLV",8.4,826,0,5.846985883,15
"Santa Clara","H0344","CORR1027",911.8003509,4.556316597,3,102.235908,1,46.33877527,5.60057354,80.39230347,712.7268307,10,1845.994995,1835.994995,1,"SLV","El Salvador","SLV",5,608.9749756,84.54636629,5.846985883,15
"Santa Clara","H0341","CORR1029",912.1057187,4.035303306,3,115.4857015,1,48.56447248,5.60057354,95.95145416,811.6413573,10,1931,1921,1,"SLV","El Salvador","SLV",12.6,669,9.028565817,5.846985883,15
"Santa Clara","H0342","CORR1028",992.0681285,4.804780923,3,105.5346736,1,43.63393919,5.60057354,91.39466858,704.9448972,10,2315.718506,2305.718506,1,"SLV","El Salvador","SLV",24.3,1018,5.161601666,5.846985883,15
"Santa Clara","H0327","CORR1030",4069.96759,14.09893951,3,147.6929192,3,43.1182885,1.519999981,98.10607147,631.4299473,10,1943,1933,2,"HND, SLV","El Salvador","SLV",6.7,733,0,5.846985883,15
"Cuenca del Lago Atitlan","H0260","CORR0550",6078.850471,100,6,31.28386944,1,71.28640907,18.20158195,102.5452347,1690.006534,440,2663.098389,2223.098389,1,"GTM","Guatemala","GTM",7.5,1142,100,5.864352041,118.1391602
"Cuenca del Lago Atitlan","H0278","CORR0546",3329.928949,100,3,17.08851956,1,70.92363426,18.20158195,92.76634979,1161.010574,440,2027,1587,1,"GTM","Guatemala","GTM",242.9,2159,68.39796139,5.864352041,118.1391602
"Cuenca del Lago Atitlan","H0278","CORR0547",4224.426143,96.12977543,5,22.56552433,1,75.67182156,18.20158195,101.7783585,1495.288095,440,2663.098389,2223.098389,1,"GTM","Guatemala","GTM",242.9,2159,68.39796139,5.864352041,118.1391602
"Cuenca del Lago Atitlan","H0272","CORR0548",3739.067681,100,3,19.20282879,1,76.43473852,18.20158195,103.9047012,1532.025971,440,2949.342529,2509.342529,1,"GTM","Guatemala","GTM",29.3,1412,100,5.864352041,118.1391602
"Cuenca del Lago Atitlan","H0275","CORR0549",5764.974752,100,4,29.68080789,1,77.18090345,18.20158195,105.2247467,1568.155449,440,3101.947021,2661.947021,1,"GTM","Guatemala","GTM",6.7,801,100,5.864352041,118.1391602
"Matriz Chocon","H0220","CORR1155",8755.275747,38.42043506,11,116.4534659,3,79.69216425,18.87491226,126.2290726,483.6270644,3,1750,1747,1,"GTM","Guatemala","GTM",753.9,1763,11.93223978,5.989478487,71.30253601
"Matriz Chocon","H0135","CORR1154",13906.51807,61.38881821,8,115.5186868,3,67.29229238,7.277805328,107.2269897,348.5655377,3,2007,2004,2,"GTM, HND","Guatemala","GTM",36,911.2108154,99.97558008,5.989478487,71.30253601
"Matriz Chocon","H0216","CORR1152",12737.96226,52.38986708,13,123.9727671,3,62.2847517,10.05439663,98.54673004,537.2659163,1,2164,2163,2,"GTM, HND","Guatemala","GTM",15.1,824.4211426,100,5.989478487,71.30253601
"Matriz Chocon","H0176","CORR1151",5305.1687,28.76029085,7,94.22533506,3,79.17434189,18.87491226,126.2290726,303.7001911,3,1609,1606,1,"GTM","Guatemala","GTM",5,581,0,5.989478487,71.30253601
"Matriz Chocon","H0216","CORR1153",6251.507863,21.60868668,8,147.7595434,4,70.7736495,5.661714077,126.2290726,383.650571,3,2099.957275,2096.957275,2,"GTM, HND","Guatemala","GTM",15.1,824.4211426,100,5.989478487,71.30253601
"Talcualhuya","H0341","CORR2263",430.5429276,4.102589934,2,53.67553957,0,51.32023925,10.83482933,100.1921158,1009.112103,389,1909,1520,1,"SLV","El Salvador","SLV",12.6,669,9.028565817,6.148783144,169.0117798
"Talcualhuya","H0344","CORR2261",641.2663059,7.85734534,2,41.71473812,1,46.56798486,10.83482933,78.2983017,896.2664018,389,1859,1470,1,"SLV","El Salvador","SLV",5,608.9749756,84.54636629,6.148783144,169.0117798
"Talcualhuya","H0330","CORR2265",380.813642,2.617603023,1,74.4419401,1,35.89814442,4.981387138,90.3822937,741.5052676,292,1990,1698,1,"SLV","El Salvador","SLV",69.5,1332,21.22236554,6.148783144,169.0117798
"Talcualhuya","H0323","CORR2264",380.813642,2.872620834,1,67.81569617,1,33.20230154,4.981387138,73.81184387,755.5673505,292,1697,1405,1,"SLV","El Salvador","SLV",120.6,1066,70.81115661,6.148783144,169.0117798
"Talcualhuya","H0342","CORR2262",288.1941705,3.359160613,1,43.80795531,1,49.37871592,10.83482933,99.04550171,1000.221867,389,2315.718506,1926.718506,1,"SLV","El Salvador","SLV",24.3,1018,5.161601666,6.148783144,169.0117798
"Finca Los Tarros","H0148","CORR1184",12015.62042,21.7546221,4,284.4089671,5,71.26791886,5.608025074,123.7168655,327.4816584,110,1753,1643,2,"GTM, MEX","Guatemala","GTM",5.9,435,0,6.185485783,52
"Finca Los Tarros","H0124","CORR1182",12015.62042,23.53492965,4,262.8919565,4,70.06889284,5.608025074,107.6529312,242.3425919,110,1881,1771,2,"GTM, MEX","Guatemala","GTM",9.2,440,0,6.185485783,52
"Finca Los Tarros","H0145","CORR1181",7444.494632,17.24100345,5,221.2916067,3,60.03838986,9.104189873,98.08113861,433.244908,152,2463,2311,1,"GTM","Guatemala","GTM",5,547,62.35078751,6.185485783,52
"Finca Los Tarros","H0134","CORR1183",12295.96178,23.95202786,5,264.3774731,4,71.02348683,5.608025074,107.6529312,246.1262918,110,1896,1786,2,"GTM, MEX","Guatemala","GTM",39.4,616,1.170833796,6.185485783,52
"Finca Los Tarros","H0176","CORR1185",10367.38475,23.24276175,6,228.7799633,3,66.40639758,9.104189873,126.2290726,325.6440907,3,1609,1606,1,"GTM","Guatemala","GTM",5,581,0,6.185485783,52
"La Cangreja","H0356","CORR0453",2153.548227,29.1778348,2,37.01166748,2,72.84546371,31.17031097,121.1969528,883.9481501,261,2022,1761,1,"CRI","Costa Rica","CRI",10.9,734,100,6.233479259,225.3703003
"La Cangreja","H0362","CORR0454",3793.531438,29.63724358,5,64.39288104,3,91.64196866,30.10494804,147.4406433,1452.703932,130,2415,2285,1,"CRI","Costa Rica","CRI",9.2,726,99.56891339,6.233479259,225.3703003
"La Cangreja","H0361","CORR0451",1188.68536,19.29327704,1,30.90205982,3,94.81980318,50.42831802,134.022171,817.5458549,130,1914,1784,1,"CRI","Costa Rica","CRI",18.4,1045,47.50463193,6.233479259,225.3703003
"La Cangreja","H0369","CORR0455",5170.075004,37.22209301,4,69.80976622,3,91.97652211,30.10494804,151.7349854,1455.982241,130,2415,2285,1,"CRI","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.233479259,225.3703003
"La Cangreja","H0363","CORR0452",1188.68536,17.94549608,1,33.26335202,3,85.70609543,35.00072479,130.3444214,620.6736113,130,1846,1716,1,"CRI","Costa Rica","CRI",8.4,1051,0,6.233479259,225.3703003
"Finca Setal","H0220","CORR1187",7918.815921,72.86809906,7,55.53589898,2,87.89555603,46.31451416,126.2290726,635.9951196,3,1750,1747,1,"GTM","Guatemala","GTM",753.9,1763,11.93223978,6.265884315,14
"Finca Setal","H0215","CORR1190",6020.564618,47.36571905,5,64.90255045,2,89.31532936,46.31451416,126.7988586,881.5471965,3,2046.990967,2043.990967,1,"GTM","Guatemala","GTM",5,576,0,6.265884315,14
"Finca Setal","H0215","CORR1189",6020.564618,48.64573438,5,63.1884486,2,89.80944329,46.31451416,126.7988586,865.6756615,3,2046.990967,2043.990967,1,"GTM","Guatemala","GTM",5,576,0,6.265884315,14
"Finca Setal","H0220","CORR1188",6020.564618,41.92074143,5,73.44165278,2,89.86319097,46.31451416,126.7988586,1060.313584,3,2465,2462,1,"GTM","Guatemala","GTM",753.9,1763,11.93223978,6.265884315,14
"Finca Setal","H0176","CORR1186",4468.709708,68.48159704,3,33.30776815,2,92.07076464,47.46652985,126.2290726,246.2548733,3,1609,1606,1,"GTM","Guatemala","GTM",5,581,0,6.265884315,14
"Pejeperro","H0369","CORR1513",15751.47416,58.55116446,7,135.252277,5,90.62167685,12.07517815,157.1987152,479.6279039,6,2148.537354,2142.537354,1,"CRI","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.332361338,28
"Pejeperro","H0369","CORR1511",14415.85631,50.75700107,5,142.7650737,5,95.23932796,12.07517815,145.7209167,562.9864039,6,1600,1594,1,"CRI","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.332361338,28
"Pejeperro","H0369","CORR1514",17345.57308,63.82784305,5,136.4811495,6,90.76296253,12.07517815,158.6216888,537.8610366,6,2681.483154,2675.483154,2,"CRI, PAN","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.332361338,28
"Pejeperro","H0369","CORR1515",17624.67091,55.68159107,7,159.196088,6,97.26238354,12.07517815,145.7209167,685.9470981,6,2406,2400,2,"CRI, PAN","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.332361338,28
"Pejeperro","H0369","CORR1512",14857.81553,56.32672316,6,132.5091752,5,91.21214253,12.07517815,157.1987152,421.440947,6,1902,1896,1,"CRI","Costa Rica","CRI",4712.9,2632.327881,87.99852511,6.332361338,28
"La Cumbre Flor de la Pasion","H0148","CORR1099",559.8924645,2.102828834,2,136.7492246,3,59.14888476,10.64366436,120.0671234,691.0007753,118,1794.077637,1676.077637,1,"GTM","Guatemala","GTM",5.9,435,0,6.34108816,34.07374573
"La Cumbre Flor de la Pasion","H0148","CORR1100",559.8924645,2.103316582,2,136.711313,3,59.55216687,10.64366436,120.0671234,690.3274876,118,1794.077637,1676.077637,1,"GTM","Guatemala","GTM",5.9,435,0,6.34108816,34.07374573
"La Cumbre Flor de la Pasion","H0145","CORR1097",985.7405893,3.831192675,3,132.1327541,3,59.41435512,10.64366436,102.8488541,634.3769538,118,2463,2345,1,"GTM","Guatemala","GTM",5,547,62.35078751,6.34108816,34.07374573
"La Cumbre Flor de la Pasion","H0124","CORR1096",559.8924645,2.313031547,2,124.5257367,3,60.84799659,10.64366436,124.1006927,412.5329429,118,1881,1763,1,"GTM","Guatemala","GTM",9.2,440,0,6.34108816,34.07374573
"La Cumbre Flor de la Pasion","H0134","CORR1098",840.2338201,3.403811537,3,126.8583162,3,61.91093158,10.64366436,99.76811218,405.0317565,118,1896,1778,1,"GTM","Guatemala","GTM",39.4,616,1.170833796,6.34108816,34.07374573
"Hopkins Wetlands","H0131","CORR2425",50596.89901,53.92368288,17,477.6918751,8,70.75195013,7.277805328,113.1534119,416.8988207,4.563965797,2087,2082.436034,3,"BLZ, GTM, HND","Honduras","HND",9.2,975,100,6.397064078,12
"Hopkins Wetlands","H0155","CORR2423",41996.36901,49.32346354,16,433.6342425,7,70.00615481,7.277805328,108.4373703,343.686987,4.563965797,2039.329224,2034.765258,3,"BLZ, GTM, HND","Honduras","HND",38.5,895.7669678,100,6.397064078,12
"Hopkins Wetlands","H0135","CORR2421",26909.36247,50.92537436,13,269.3326445,5,70.3303253,7.277805328,107.2269897,207.7729466,4.563965797,2007,2002.436034,3,"BLZ, GTM, HND","Belize","BLZ",36,911.2108154,99.97558008,6.397064078,12
"Hopkins Wetlands","H0149","CORR2422",39908.17048,48.04936064,16,423.0463392,7,69.49401241,7.277805328,107.2269897,309.4734307,4.563965797,1909,1904.436034,3,"BLZ, GTM, HND","Honduras","HND",5,563.2242432,100,6.397064078,12
"Hopkins Wetlands","H0155","CORR2424",42299.24013,49.5030876,16,435.1874994,7,70.05132771,7.277805328,108.4373703,348.9592419,4.563965797,2039.329224,2034.765258,3,"BLZ, GTM, HND","Honduras","HND",38.5,895.7669678,100,6.397064078,12
"Pataxte","H0220","CORR1172",4046.545076,45.10425133,5,45.80964595,1,79.37379498,52.28000641,130.5574341,1006.93595,130.4671021,1750,1619.532898,1,"GTM","Guatemala","GTM",753.9,1763,11.93223978,6.463751535,517.7046375
"Pataxte","H0176","CORR1171",314.3306358,6.69415012,1,23.89400626,1,75.54379788,59.87638474,89.83998871,747.9499315,130.4671021,1676,1545.532898,1,"GTM","Guatemala","GTM",5,581,0,6.463751535,517.7046375
