"Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","priority_index","Country","priority_index_level","crrdr_d","priority_index_rank"
0.974168124685412,0.0986002329766142,-0.469174426454322,0.926081885275322,0.714588141374036,0.461777723535094,0.179254064743954,-0.0906566973004824,-0.499251229211915,1.0857486742036,"BLZ","Low","CORR0966",2055
0.49839462219782,0.122477146333804,-0.557480386340474,-0.0434788949372668,-1.21230916159507,0.60259826766639,-0.0843286427027659,1.3276447139485,-0.423855631266747,0.757748132273583,"GTM","Low","CORR0970",2295
-0.323077485330179,-0.8680912239598,0.617874846110468,0.33161054531804,-1.01718706564287,0.426920432331263,0.0320841260917828,0.34338759470974,-0.830690190784645,1.11343197371879,"GTM","Low","CORR0969",2023
1.14276499793725,-0.0685979757548913,-0.682443920851445,0.796932939362143,0.836170028623606,0.36488951865853,0.370529672028335,-0.395718967706897,-0.4925641363241,1.33279676916448,"GTM","Low","CORR0968",1751
1.16645980445409,-0.0733735560483102,-0.738389527864461,0.769486454958627,0.846246748172915,0.354690660199946,0.391377058941437,-0.441173174087802,-0.505026544006132,1.38247287459615,"GTM","Low","CORR0967",1674
-0.253149698844256,0.0967438012448333,0.87457270480968,0.358946445596144,-1.16846734917332,0.948264017164886,0.998699965465756,-0.457512827068244,-0.0816977441797063,0.91559901108638,"PAN","Low","CORR1114",2216
-0.559913508397123,0.0888256980342225,1.32319436408085,0.606813392085764,-1.16053033346486,1.03892396387496,0.865896221308885,-0.0643623212391134,-0.0827427318994331,1.43952647306403,"PAN","Low","CORR1112",1595
-0.0128710837315711,0.386153889848614,0.862980152751359,1.3714059301821,0.14106220061558,0.799455063534687,-0.0835038343518858,0.040132155002186,-0.310921504908943,0.945523788957422,"PAN","Low","CORR1111",2191
-0.546600765149194,0.0859555788480738,1.30261063841826,0.594458317780425,-1.16548343114633,1.03147833158518,0.862209188514418,-0.0884171154897611,-0.0823412970763205,1.41525800945171,"PAN","Low","CORR1113",1632
-0.407625619527908,0.012797301892602,1.0981293465348,0.469108664056333,-1.17783629599847,0.944833610181871,0.866757412017867,-0.356825690025704,-0.0771177925209312,1.17141388004078,"PAN","Low","CORR1115",1954
-0.370308170771031,-1.62907483837794,0.690647334033676,0.292885854597795,-0.798296323415029,0.0222961021111407,-0.218121055972051,0.484399587617963,-0.552608173784905,1.80776290214833,"GTM","Low","CORR1177",1199
-0.040157876347704,-1.46487911553588,0.241939223019956,0.0734798585893648,-0.840313204253696,-0.00123588978009359,-0.10559540384626,0.318760368035241,-0.502788272079713,1.48526700151906,"GTM","Low","CORR1179",1541
0.988858253149808,-0.818121947763454,-0.841545603362474,0.205685975213906,0.320744595083037,-0.0219641897998041,0.428136979574146,-0.9658295417839,-0.601954653746375,1.53471924754121,"GTM","Low","CORR1176",1471
-0.187211713613091,-1.12837436249126,0.636867803993861,0.275245418853399,-0.910782747508319,0.232082157182248,0.0765120598458045,0.453082205116034,-0.584093787744979,1.3091514531961,"GTM","Low","CORR1178",1778
-0.322163971378047,-1.63641423330442,0.589384211067883,0.24793757683011,-0.737875442794829,0.0180930323112906,-0.104857170579119,0.415845419161539,-0.581653912787254,1.76890217809563,"GTM","Low","CORR1180",1246
-0.212527437973711,-0.913457376003597,1.05906132264937,0.384069290511934,-0.76858647252128,0.571522398807586,0.92055757842945,0.0478117591316085,0.429705518064669,1.41463181598566,"MEX","Low","CORR1747",1634
-0.123151477223025,-0.665114895330595,0.794390000247643,0.304508515739185,-0.800440757567379,0.659461619533804,0.935178322264831,0.508113821766368,0.483553821153534,1.04335975714338,"MEX","Low","CORR1750",2094
0.326040757485803,-0.86759244256181,0.770800376516784,0.222315706267429,-0.808831276191034,0.464234302915671,1.02482362277285,0.149152509381375,0.23414372698396,1.2054677276355,"MEX","Low","CORR1749",1900
0.35133479773105,-0.822610172138144,0.724719727651398,0.19395121447886,-0.869725938497719,0.458158687970744,0.969267701311084,0.0747460996585827,0.221852586363896,1.15123512761251,"MEX","Low","CORR1746",1979
0.77676029518485,-0.642900019523335,0.104457173758221,-0.122796782167076,-0.894635564951564,0.423717858045814,1.20559572522342,-0.211461773018004,0.243037767995826,1.01370029714325,"MEX","Low","CORR1748",2133
-0.268805754841086,-1.35407992891127,0.534213025386857,0.212742702914692,-0.967629162407942,0.0966111984307231,-0.207315566480571,0.102382610845006,-0.689920137133789,1.48026097165636,"GTM","Low","CORR1205",1548
-0.392398000077434,-1.23336882238955,0.192733158219418,0.0724843607524613,-0.836909082084158,0.201035692212205,0.0853761350632687,-0.180615257034813,-0.486859482917684,1.30855680533349,"GTM","Low","CORR1201",1781
